product_ndc	text
0113-0217	Active ingredient (in each caplet) Acetaminophen 650 mg
0113-0224	Active ingredient (in each caplet) Loperamide HCl 2 mg
0113-0227	Active ingredient (in each tablet) Acetaminophen 500 mg
0113-0234	Active ingredient (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
0113-0259	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0271	Active ingredient (in each tablet) Ranitidine 75 mg (as ranitidine hydrochloride 84 mg)
0113-0272	Active ingredients (in each caplet) Acetaminophen 325 mg Phenylephrine HCl 5 mg
0113-0274	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0277	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0279	Active ingredients (in each suppository) Cocoa butter 88.44% Phenylephrine HCl 0.25%
0113-0282	Active ingredient (in each tablet) Clemastine fumarate, USP 1.34 mg (equivalent to 1 mg clemastine)
0113-0288	Active ingredient (in each 5 mL tsp) Guaifenesin, USP 100 mg
0113-0289	Active ingredient (in each 0.8 mL) Acetaminophen 80 mg
0113-0291	Active ingredient (per 5 mL) Dextrose (glucose) 1.87 g Levulose (fructose) 1.87 g Phosphoric acid 21.5 mg
0113-0294	Active ingredient Minoxidil 5% w/w (without propellant)
0113-0296	Active ingredient (in each 5 mL tsp) Dextromethorphan HBr, USP 10 mg Guaifenesin, USP 200 mg Phenylephrine HCl, USP 5 mg
0113-0299	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
0113-0302	Active ingredient (in each 30 mL dose cup) Bismuth subsalicylate 525 mg
0113-0304	Active ingredient Oxymetazoline hydrochloride 0.05%
0113-0306	Active ingredient (in each dose) Polyethylene Glycol 3350, 17 g (cap filled to line)
0113-0308	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
0113-0310	Active ingredient (in each 5 mL tsp) Guaifenesin, USP 100 mg
0113-0321	Active ingredient (in each chewable tablet) Famotidine 10 mg Calcium carbonate 800 mg Magnesium hydroxide 165 mg
0113-0323	Active ingredient Carboxymethylcellulose sodium 0.5%
0113-0328	Active ingredient Phenol 1.4%
0113-0332	Active ingredient (in each 15 mL Tablespoon) Magnesium hydroxide 1200 mg
0113-0333	Active ingredient (in each 118 mL delivered dose) Mineral oil 100%
0113-0335	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
0113-0337	Active ingredient (in each 30 mL dose cup) Bismuth subsalicylate 1050 mg
0113-0340	Active ingredient (in each 5 mL teaspoon) Aluminum hydroxide (equiv. to dried gel, USP) 400 mg Magnesium hydroxide 400 mg Simethicone 40 mg
0113-0344	Active ingredient (in each lozenge) Nicotine polacrilex, 2 mg (nicotine)
0113-0345	Active ingredients (in each capsule) Acetaminophen 325 mg Dextromethorphan hydrobromide 10 mg Doxylamine succinate 6.25 mg Phenylephrine hydrochloride 5 mg
0113-0352	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
0113-0355	Active ingredient (in each tablet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg (equiv. to Diphenhydramine citrate 38 mg)
0113-0357	Active ingredient (in each 5 mL teaspoon) Aluminum hydroxide (equiv. to dried gel, USP) 200 mg Magnesium hydroxide 200 mg Simethicone 20 mg
0113-0358	Active ingredient (in each tablet) Chlorpheniramine maleate 4 mg Phenylephrine HCl 10 mg
0113-0359	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg
0113-0368	Active ingredient (in each caplet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0371	Active ingredient (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
0113-0374	Active ingredients (in each caplet) Acetaminophen 250 mg Aspirin 250 mg (NSAID*) Caffeine 65 mg *nonsteroidal anti-inflammatory drug
0113-0377	Active ingredient (in each 5 mL) Loperamide HCl 1 mg
0113-0379	Active ingredient (in each 5 mL)* Diphenhydramine HCl 12.5 mg *5 mL = 1 teaspoon (tsp)
0113-0381	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
0113-0384	Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide, USP
0113-0388	Active ingredient Oxymetazoline hydrochloride 0.05%
0113-0393	Active ingredient (in each caplet) Acetaminophen 325 mg Chlorpheniramine maleate 2 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
0113-0394	Active ingredient (in each suppository) Cocoa butter 85.5% Phenylephrine HCl 0.25% Shark liver oil 3%
0113-0396	Active ingredient (in each 15 mL Tablespoon) Magnesium hydroxide 1200 mg
0113-0397	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
0113-0400	Active ingredient Mineral oil 14% Petrolatum 71.9% Phenylephrine HCl 0.25% Shark liver oil 3.0%
0113-0402	Active ingredient (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
0113-0403	Active ingredient (in each tablet) Acetaminophen 325 mg
0113-0404	Active ingredient (in each tablet) Chlorpheniramine maleate 4 mg
0113-0405	Active ingredient (in each tablet) Acetaminophen 500 mg
0113-0409	Active ingredient (in each tablet) Caffeine 200 mg
0113-0416	Active ingredient (in each tablet) Aspirin 325 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0419	Active ingredient (in each 5 mL) Dextromethorphan HBr 5 mg Guaifenesin 100 mg
0113-0422	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
0113-0425	Active ingredient (in each tablet) Fexofenadine HCl 60 mg
0113-0428	Active ingredient (in each softgel) Simethicone 125 mg
0113-0430	Active ingredient (in each tablet) Acetaminophen 250 mg Aspirin 250 mg (NSAID)* Caffeine 65 mg *nonsteriodal anti-inflammatory drug
0113-0431	Active ingredient (in each caplet) Diphenhydramine HCl 25 mg
0113-0432	Active ingredient (in each tablet) Pseudoephedrine HCl 30 mg
0113-0437	Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
0113-0441	Active ingredient (in each tablet) Doxylamine succinate 25 mg
0113-0456	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
0113-0459	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
0113-0461	Active ingredient (in each tablet) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0462	Active ingredient (in each capsule) Diphenhydramine HCl 25 mg
0113-0463	Active ingredient (in each tablet) Chlorpheniramine maleate 4 mg
0113-0467	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0468	Active ingredient (in each tablet) Calcium carbonate USP 750mg
0113-0469	Active ingredient (in each tablet) Bismuth subsalicylate 262 mg
0113-0476	Active ingredients (in each caplet) Acetaminophen 325 mg Chlorpheniramine maleate 2 mg Phenylephrine HCl 5 mg
0113-0477	Active ingredient (in each caplet) Calcium polycarbophil 625 mg equivalent to 500 mg polycarbophil
0113-0478	Active ingredient (in each tablet) Calcium carbonate USP 500mg
0113-0479	Active ingredient (in each tablet) Diphenhydramine hydrochloride 25 mg
0113-0484	Active ingredient (in each caplet) Acetaminophen 500 mg
0113-0485	Active ingredient (in each tablet) Calcium carbonate USP 500mg
0113-0486	Active ingredient (in each softgel) Docusate sodium 100 mg
0113-0489	Active ingredient (in each tablet) Calcium carbonate USP 750mg
0113-0498	Active ingredient (in each extended-release tablet) Guaifenesin 600 mg
0113-0516	Active ingredient (in each 5 mL tsp) Dextromethorphan HBr, USP 10 mg Guaifenesin, USP 100 mg Phenylephrine HCl, USP 5 mg
0113-0517	Active ingredient (in each caplet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0532	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
0113-0535	Active ingredient (in each tablet) Aspirin 81 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0541	Active ingredient Hydrocortisone 1%
0113-0544	Active ingredient (in each caplet) Acetaminophen 650 mg
0113-0546	Active ingredients (in each chewable tablet) Famotidine 10 mg Calcium carbonate 800 mg Magnesium hydroxide 165 mg
0113-0548	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
0113-0567	Active ingredients (in each 30 mL dose cup) - Nighttime Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg Active ingredients (in each 15 mL tablespoon) - Daytime Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
0113-0567	Active ingredients (in each 15 mL tablespoon) - Daytime Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
0113-0571	Active ingredient (in each tablet) Fexofenadine HCl 180 mg
0113-0578	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg
0113-0579	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
0113-0588	Active ingredient (in each 5 mL = 1 teaspoonful) Aluminum hydroxide (equiv. to dried gel, USP) 400 mg Magnesium hydroxide 400 mg Simethicone 40 mg
0113-0590	Active ingredient (in each 5 mL) Acetaminophen 160 mg
0113-0595	Active ingredient (in each tablet) Calcium carbonate USP 1,000mg
0113-0603	Active ingredients (in each 15 mL tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
0113-0604	Active ingredient (in each tablet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0605	Active ingredient Miconazole nitrate (200 mg in each suppository) Miconazole nitrate 2% (external cream)
0113-0608	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
0113-0612	Active ingredient (in each tablet) Loratadine 10 mg
0113-0615	Active ingredient Ketotifen (0.025%) (equivalent to ketotifen fumarate 0.035%)
0113-0622	Active ingredient Diphenhydramine hydrochloride 2% Zinc acetate 0.1%
0113-0645	Active ingredient (in each 7.5 mL) Loperamide HCl 1 mg
0113-0647	Active ingredient (in each caplet) Ibuprofen 200 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0648	Active ingredient Phenylephrine hydrochloride 1%
0113-0656	Active ingredient (in each 15 ml tablespoon) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
0113-0657	Active ingredient (in each softgel) Simethicone 180 mg
0113-0660	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0666	Active ingredient (in each 15 mL = 1 tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
0113-0668	Active ingredients (in each 30 mL dose cup) Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
0113-0678	Active ingredients Mineral oil 14% Petrolatum 71.9% Phenylephrine HCl 0.25%
0113-0679	Active ingredient (in each gram) Bacitracin zinc 500 units Neomycin sulfate equivalent to 3.5 mg of neomycin base Polymyxin B 10,000 units as polymyxin B sulfate Pramoxine HCl 10 mg
0113-0685	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0692	Active ingredients Menthol 10% Methyl salicylate 30%
0113-0695	Active ingredient Tolnaftate 1%
0113-0698	Active ingredient (in each 15 mL = 1 tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg
0113-0703	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 200 mg Phenylephrine HCl, USP 10 mg
0113-0734	Active ingredient (in each lozenge) Nicotine polacrilex, 2 mg (nicotine)
0113-0742	Active ingredient (in each capsule) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0751	Active ingredients (in each caplet) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
0113-0759	Active ingredient (in each 5 mL = 1 teaspoon) Acetaminophen 160 mg
0113-0763	Active ingredients (in each 30 mL dose cup) Acetaminophen 650 mg Dextromethorphan HBr 20 mg Doxylamine succinate 12.5 mg Phenylephrine HCl 10 mg
0113-0798	Active ingredient Minoxidil 5% w/v
0113-0799	Active ingredient (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 400 mg
0113-0807	Active ingredient Zincum Aceticum 2x Zincum Gluconicum 1x
0113-0817	Active ingredient Oxymetazoline HCl 0.05%
0113-0818	Active ingredients (in each 15 mL tablespoon) Dextromethorphan HBr 10 mg Guaifenesin 200 mg
0113-0825	Active ingredient Miconazole nitrate 2% (100 mg in each applicator)
0113-0829	Active ingredients (in each gelcap) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
0113-0837	Active ingredient (in each geltab) Acetaminophen 500 mg Diphenhydramine HCl 25 mg
0113-0839	Active ingredients (in each 5 mL) Dextromethorphan HBr 5 mg Guaifenesin 100 mg Phenylephrine HCl 2.5 mg
0113-0851	Active ingredients (in each 5 mL = 1 teaspoonful) Aluminum hydroxide (equiv. to dried gel, USP) 200 mg Magnesium hydroxide 200 mg Simethicone 20 mg
0113-0852	Active ingredient (in each tablet) Ranitidine 150 mg (as ranitidine hydrochloride 168 mg)
0113-0854	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
0113-0856	Active ingredient Minoxidil 2% w/v
0113-0857	Active ingredient Clotrimazole 1%
0113-0866	Active ingredient Piperonyl butoxide 4% Pyrethrum extract (equivalent to 0.33% pyrethrins)
0113-0872	Active ingredients (in each 30 ml dose cup) Acetaminophen 650 mg Dextromethorphan HBr 30 mg Doxylamine succinate 12.5 mg
0113-0873	Active ingredient (in each lozenge) Nicotine polacrilex, 4 mg (nicotine)
0113-0881	Active ingredient (in each tablet) Calcium carbonate USP 1,000mg
0113-0882	Active ingredient (in each 0.3 mL) Simethicone 20 mg
0113-0884	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
0113-0896	Active ingredients Polyethylene glycol 400 0.4% Propylene glycol 0.3%
0113-0897	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0901	Active ingredient (in each tablet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0903	Active ingredients (in each 5 mL = 1 teaspoon) Acetaminophen 160 mg Chlorpheniramine maleate 1 mg Dextromethorphan HBr 5 mg Phenylephrine HCl 2.5 mg
0113-0904	Active ingredient Calcium carbonate USP 1,000mg
0113-0906	Active ingredient (in each 5 mL teaspoonful) Brompheniramine maleate, USP 1 mg Phenylephrine HCl, USP 2.5 mg
0113-0908	Active ingredient (in each 15 mL tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
0113-0911	Active ingredient (in each 5 mL = 1 teaspoonful) Ibuprofen 100 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-0915	Active ingredient (in each tablet) Omeprazole 20 mg
0113-0917	Active ingredient (in each caplet) Acetaminophen 500 mg
0113-0922	Active ingredients (in each caplet) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Guaifenesin 200 mg Phenylephrine HCl 5 mg
0113-0923	Active ingredient Ketotifen (0.025%) (equivalent to ketotifen fumarate 0.035%)
0113-0934	Active ingredients (in each 10 mL) Dextromethorphan HBr, USP 20 mg Guaifenesin, USP 400 mg
0113-0944	Active ingredients Glycerin 14.4% Phenylephrine HCl 0.25% Pramoxine HCl 1% White petrolatum 15%
0113-0946	Active ingredient (in each 5 mL) Acetaminophen 160 mg
0113-0949	Active ingredient (in each 15 mL Tablespoon) Magnesium hydroxide 1200 mg
0113-0950	Active ingredient (in each tablet) Ranitidine 150 mg (as ranitidine hydrochloride 168 mg)
0113-0955	Active ingredient (in each fluid ounce) Permethrin 280 mg (1%)
0113-0957	Active ingredient (in each lozenge) Nicotine polacrilex, 4 mg (nicotine)
0113-0958	Active ingredient (in each 5 mL) Dextromethorphan polistirex equivalent to 30 mg dextromethorphan hydrobromide, USP
0113-0962	Active ingredient (in each tablet) Calcium carbonate USP 1,000mg
0113-0964	Active ingredients (in each packet) Acetaminophen 650 mg Diphenhydramine hydrochloride 25 mg Phenylephrine hydrochloride 10 mg
0113-0973	Active ingredient Hydrocortisone 1%
0113-0974	Active ingredient (in each 5 mL teaspoonful) Cetirizine HCl 5 mg
0113-0977	Active ingredients (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
0113-0987	Active ingredient (in each 5 mL teaspoonful) Brompheniramine maleate, USP 1 mg Dextromethorphan HBr, USP 5 mg Phenylephrine HCl, USP 2.5 mg
0113-0990	Active ingredients (in each 15 mL tablespoon) Acetaminophen 500 mg Dextromethorphan HBr 15 mg Doxylamine succinate 6.25 mg
0113-0994	Active ingredient (in each softgel) Acetaminophen 325 mg Dextromethorphan HBr 10 mg Phenylephrine HCl 5 mg
0113-0998	Active ingredient (in each 5 mL = 1 teaspoonful) Acetaminophen 160 mg
0113-1165	Active ingredients (in each tablet) Loratadine 10 mg Pseudoephedrine sulfate 240 mg
0113-1411	Active ingredient (in each tablet) Aspirin 325 mg (NSAID)* *nonsteroidal anti-inflammatory drug
0113-2013	Active ingredients (in each tablet) Loratadine 5 mg Pseudoephedrine sulfate 120 mg
0113-2054	Active ingredient (in each tablet) Pseudoephedrine HCl 120 mg
0113-2061	Active ingredient (in each 10 mL tsp) Guaifenesin, USP 200 mg
0113-2141	Active ingredient (in each tablet) Famotidine 10 mg
0113-2176	Active ingredients (in each extended release tablet) Cetirizine HCl 5 mg Pseudoephedrine HCl 120 mg
0113-2304	Active ingredient Oxymetazoline hydrochloride 0.05%
0113-2310	Active ingredient (in each 5 mL tsp) Guaifenesin, USP 100 mg
0113-2365	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
0113-2432	Active ingredient (in each tablet) Pseudoephedrine HCl 30 mg
0113-2442	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 4 mg nicotine)
0113-2476	Active ingredients (in each caplet) Acetaminophen 325 mg Chlorpheniramine maleate 2 mg Phenylephrine HCl 5 mg
0113-4368	Active ingredient (in each caplet) Naproxen sodium 220 mg (naproxen 200 mg) (NSAID)* *nonsteroidal anti-inflammatory drug
0113-8365	Active ingredient (in each chewing piece) Nicotine polacrilex (equal to 2 mg nicotine)
