product_ndc	type_name
0054-3185	Human Prescription Drug
0054-3188	Human Prescription Drug
0054-3194	Human Prescription Drug
0054-3270	Human Prescription Drug
0054-3294	Human Prescription Drug
0054-3298	Human Prescription Drug
0054-3486	Human Prescription Drug
0054-3500	Human Prescription Drug
0054-3505	Human Prescription Drug
0054-3527	Human Prescription Drug
0054-3532	Human Prescription Drug
0054-3542	Human Prescription Drug
0054-3545	Human Prescription Drug
0054-3553	Human Prescription Drug
0054-3555	Human Prescription Drug
0054-3556	Human Prescription Drug
0054-3566	Human Prescription Drug
0054-3567	Human OTC Drug
0054-3686	Human Prescription Drug
0054-3721	Human Prescription Drug
0054-3722	Human Prescription Drug
0054-3727	Human Prescription Drug
0054-3730	Human Prescription Drug
0054-4084	Human Prescription Drug
0054-4120	Human OTC Drug
0054-4129	Human Prescription Drug
0054-4130	Human Prescription Drug
0054-4146	Human Prescription Drug
0054-4179	Human Prescription Drug
0054-4180	Human Prescription Drug
0054-4181	Human Prescription Drug
0054-4182	Human Prescription Drug
0054-4183	Human Prescription Drug
0054-4184	Human Prescription Drug
0054-4186	Human Prescription Drug
0054-4218	Human Prescription Drug
0054-4219	Human Prescription Drug
0054-4297	Human Prescription Drug
0054-4299	Human Prescription Drug
0054-4301	Human Prescription Drug
0054-4496	Human Prescription Drug
0054-4497	Human Prescription Drug
0054-4498	Human Prescription Drug
0054-4499	Human Prescription Drug
0054-4527	Human Prescription Drug
0054-4538	Human Prescription Drug
0054-4550	Human Prescription Drug
0054-4570	Human Prescription Drug
0054-4571	Human Prescription Drug
0054-4581	Human Prescription Drug
0054-4595	Human Prescription Drug
0054-4596	Human Prescription Drug
0054-4603	Human Prescription Drug
0054-4604	Human Prescription Drug
0054-4650	Human Prescription Drug
0054-4721	Human Prescription Drug
0054-4728	Human Prescription Drug
0054-4741	Human Prescription Drug
0054-4742	Human Prescription Drug
0054-4784	Human Prescription Drug
0054-4858	Human Prescription Drug
0054-4859	Human Prescription Drug
0054-8084	Human Prescription Drug
0054-8120	Human OTC Drug
0054-8146	Human Prescription Drug
0054-8174	Human Prescription Drug
0054-8175	Human Prescription Drug
0054-8176	Human Prescription Drug
0054-8179	Human Prescription Drug
0054-8180	Human Prescription Drug
0054-8181	Human Prescription Drug
0054-8183	Human Prescription Drug
0054-8207	Human Prescription Drug
0054-8297	Human Prescription Drug
0054-8298	Human Prescription Drug
0054-8299	Human Prescription Drug
0054-8301	Human Prescription Drug
0054-8486	Human Prescription Drug
0054-8496	Human Prescription Drug
0054-8500	Human Prescription Drug
0054-8526	Human Prescription Drug
0054-8527	Human Prescription Drug
0054-8528	Human Prescription Drug
0054-8529	Human Prescription Drug
0054-8531	Human Prescription Drug
0054-8550	Human Prescription Drug
0054-8553	Human Prescription Drug
0054-8554	Human Prescription Drug
0054-8595	Human Prescription Drug
0054-8603	Human Prescription Drug
0054-8604	Human Prescription Drug
0054-8648	Human Prescription Drug
0054-8650	Human Prescription Drug
0054-8722	Human Prescription Drug
0054-8724	Human Prescription Drug
0054-8739	Human Prescription Drug
0054-8740	Human Prescription Drug
0054-8858	Human Prescription Drug
0054-8859	Human Prescription Drug
0056-0168	Human Prescription Drug
0056-0169	Human Prescription Drug
0056-0170	Human Prescription Drug
0056-0172	Human Prescription Drug
0056-0173	Human Prescription Drug
0056-0174	Human Prescription Drug
0056-0176	Human Prescription Drug
0056-0188	Human Prescription Drug
0056-0189	Human Prescription Drug
0056-0470	Human Prescription Drug
0056-0474	Human Prescription Drug
0056-0510	Human Prescription Drug
0062-0165	Human Prescription Drug
0062-0175	Human Prescription Drug
0062-0187	Human Prescription Drug
0062-0190	Human Prescription Drug
0062-0204	Human Prescription Drug
0062-0275	Human Prescription Drug
0062-0475	Human Prescription Drug
0062-0575	Human Prescription Drug
0062-2080	Human Prescription Drug
0062-2085	Human Prescription Drug
0062-5350	Human Prescription Drug
0062-5351	Human Prescription Drug
0062-5356	Human Prescription Drug
0064-0300	Human OTC Drug
0064-0810	Human Prescription Drug
0064-0850	Human OTC Drug
0064-1011	Human OTC Drug
0064-1030	Human OTC Drug
0064-1040	Human OTC Drug
0064-1050	Human OTC Drug
0064-1080	Human OTC Drug
0064-3600	Human Prescription Drug
0064-5010	Human Prescription Drug
0065-0002	Human Prescription Drug
0065-0006	Human Prescription Drug
0065-0023	Human Prescription Drug
0065-0085	Human OTC Drug
0065-0092	Human Prescription Drug
0065-0096	Human Prescription Drug
0065-0246	Human Prescription Drug
0065-0260	Human Prescription Drug
0065-0271	Human Prescription Drug
0065-0272	Human Prescription Drug
0065-0275	Human Prescription Drug
0065-0325	Human Prescription Drug
0065-0332	Human Prescription Drug
0065-0333	Human OTC Drug
0065-0342	Human Prescription Drug
0065-0345	Human Prescription Drug
0065-0355	Human Prescription Drug
0065-0359	Human Prescription Drug
0065-0395	Human Prescription Drug
0065-0396	Human Prescription Drug
0065-0397	Human Prescription Drug
0065-0411	Human Prescription Drug
0065-0416	Human OTC Drug
0065-0418	Human OTC Drug
0065-0419	Human OTC Drug
0065-0426	Human OTC Drug
0065-0429	Human OTC Drug
0065-0431	Human OTC Drug
0065-0454	Human OTC Drug
0065-0474	Human OTC Drug
0065-0509	Human OTC Drug
0065-0530	Human OTC Drug
0065-0543	Human Prescription Drug
0065-0627	Human Prescription Drug
0065-0631	Human Prescription Drug
0065-0638	Human Prescription Drug
0065-0643	Human Prescription Drug
0065-0644	Human Prescription Drug
0065-0645	Human Prescription Drug
0065-0647	Human Prescription Drug
0065-0648	Human Prescription Drug
0065-0652	Human Prescription Drug
0065-0654	Human Prescription Drug
0065-0656	Human Prescription Drug
0065-0660	Human Prescription Drug
0065-0665	Human Prescription Drug
0065-0702	Human Prescription Drug
0065-0741	Human Prescription Drug
0065-0795	Human Prescription Drug
0065-0800	Human Prescription Drug
0065-1431	Human OTC Drug
0065-1432	Human OTC Drug
0065-1433	Human OTC Drug
0065-1750	Human Prescription Drug
0065-1795	Human Prescription Drug
0065-2800	Human Prescription Drug
0065-4011	Human OTC Drug
0065-4013	Human Prescription Drug
0065-4147	Human Prescription Drug
0065-8531	Human Prescription Drug
0065-8533	Human Prescription Drug
0065-9240	Human Prescription Drug
0066-0507	Human Prescription Drug
0066-0508	Human Prescription Drug
0066-0510	Human Prescription Drug
0066-7150	Human Prescription Drug
0066-9850	Human Prescription Drug
0067-0003	Human OTC Drug
0067-0005	Human OTC Drug
0067-0016	Human OTC Drug
0067-0113	Human OTC Drug
0067-0116	Human OTC Drug
0067-0117	Human OTC Drug
0067-0129	Human OTC Drug
0067-0134	Human OTC Drug
0067-0143	Human OTC Drug
0067-0149	Human OTC Drug
0067-0949	Human OTC Drug
0067-0959	Human OTC Drug
0067-0969	Human OTC Drug
0067-1170	Human OTC Drug
0067-1190	Human OTC Drug
0067-2000	Human OTC Drug
0067-2021	Human OTC Drug
0067-2030	Human OTC Drug
0067-2035	Human OTC Drug
0067-2037	Human OTC Drug
0067-2039	Human OTC Drug
0067-2045	Human OTC Drug
0067-2053	Human OTC Drug
0067-2055	Human OTC Drug
0067-2067	Human OTC Drug
0067-2070	Human OTC Drug
0067-2077	Human OTC Drug
0067-2083	Human OTC Drug
0067-2086	Human OTC Drug
0067-2090	Human OTC Drug
0067-2091	Human OTC Drug
0067-2094	Human OTC Drug
0067-3998	Human OTC Drug
0067-3999	Human OTC Drug
0067-4000	Human OTC Drug
0067-4345	Human Prescription Drug
0067-4850	Human OTC Drug
0067-4860	Human OTC Drug
0067-4870	Human OTC Drug
0067-4990	Human OTC Drug
0067-5000	Human OTC Drug
0067-5010	Human OTC Drug
0067-5020	Human OTC Drug
0067-5050	Human OTC Drug
0067-5070	Human OTC Drug
0067-5080	Human OTC Drug
0067-5124	Human OTC Drug
0067-5125	Human OTC Drug
0067-5126	Human OTC Drug
0067-6012	Human OTC Drug
0067-6024	Human Prescription Drug
0067-6025	Human OTC Drug
0067-6045	Human OTC Drug
0067-6046	Human OTC Drug
0067-6066	Human OTC Drug
0067-6070	Human OTC Drug
0067-6114	Human OTC Drug
0067-6117	Human OTC Drug
0067-6122	Human OTC Drug
0067-6128	Human OTC Drug
0067-6129	Human OTC Drug
0067-6130	Human OTC Drug
0067-6171	Human OTC Drug
0067-6238	Human OTC Drug
0067-6239	Human OTC Drug
0067-6266	Human OTC Drug
0067-6274	Human OTC Drug
0067-6275	Human OTC Drug
0067-6280	Human OTC Drug
0067-6281	Human OTC Drug
0067-6282	Human OTC Drug
0067-6286	Human OTC Drug
0067-6290	Human OTC Drug
0067-6291	Human OTC Drug
0067-6292	Human OTC Drug
0067-6293	Human OTC Drug
0067-6318	Human OTC Drug
0067-6319	Human OTC Drug
0067-6341	Human OTC Drug
0067-6344	Human OTC Drug
0067-6345	Human OTC Drug
0067-6346	Human OTC Drug
0067-6347	Human OTC Drug
0067-6348	Human OTC Drug
0067-6350	Human OTC Drug
0067-6394	Human OTC Drug
0067-6395	Human OTC Drug
0067-6396	Human OTC Drug
0067-6416	Human OTC Drug
0067-6424	Human OTC Drug
0067-6426	Human OTC Drug
0067-6427	Human OTC Drug
0067-6431	Human OTC Drug
0067-6432	Human OTC Drug
0067-6440	Human OTC Drug
0067-6441	Human OTC Drug
0067-6716	Human OTC Drug
0067-7916	Human OTC Drug
0067-7918	Human OTC Drug
0067-8100	Human OTC Drug
0067-8103	Human OTC Drug
0067-8104	Human OTC Drug
0067-8105	Human OTC Drug
0067-8106	Human OTC Drug
0067-8114	Human OTC Drug
0067-8115	Human OTC Drug
0067-8116	Human OTC Drug
0067-8117	Human OTC Drug
0067-8118	Human OTC Drug
0067-8119	Human OTC Drug
0068-0007	Human Prescription Drug
0068-0011	Human Prescription Drug
0068-0015	Human Prescription Drug
0068-0019	Human Prescription Drug
0068-0020	Human Prescription Drug
0068-0021	Human Prescription Drug
0068-0037	Human Prescription Drug
0068-0508	Human Prescription Drug
0068-0510	Human Prescription Drug
0068-0597	Human Prescription Drug
0069-0006	Human Prescription Drug
0069-0038	Human Prescription Drug
0069-0043	Human Prescription Drug
0069-0045	Human Prescription Drug
0069-0058	Human Prescription Drug
0069-0059	Human Prescription Drug
0069-0062	Human Prescription Drug
0069-0067	Human Prescription Drug
0069-0070	Human Prescription Drug
0069-0074	Human Prescription Drug
0069-0075	Human Prescription Drug
0069-0076	Human Prescription Drug
0069-0078	Human Prescription Drug
0069-0079	Human Prescription Drug
0069-0080	Human Prescription Drug
0069-0081	Human Prescription Drug
0069-0084	Human Prescription Drug
0069-0085	Human Prescription Drug
0069-0086	Human Prescription Drug
0069-0087	Human Prescription Drug
0069-0088	Human Prescription Drug
0069-0091	Human Prescription Drug
0069-0093	Human Prescription Drug
0069-0094	Human Prescription Drug
0069-0099	Human Prescription Drug
0069-0103	Human Prescription Drug
0069-0104	Human Prescription Drug
0069-0105	Human Prescription Drug
0069-0106	Human Prescription Drug
0069-0107	Human Prescription Drug
0069-0108	Human Prescription Drug
0069-0109	Human Prescription Drug
0069-0112	Human Prescription Drug
0069-0113	Human Prescription Drug
0069-0121	Human Prescription Drug
0069-0122	Human Prescription Drug
0069-0125	Human Prescription Drug
0069-0126	Human Prescription Drug
0069-0137	Human Prescription Drug
0069-0138	Human Prescription Drug
0069-0141	Human Prescription Drug
0069-0145	Human Prescription Drug
0069-0146	Human Prescription Drug
0069-0147	Human Prescription Drug
0069-0148	Human Prescription Drug
0069-0149	Human Prescription Drug
0069-0151	Human Prescription Drug
0069-0152	Human Prescription Drug
0069-0153	Human Prescription Drug
0069-0154	Human Prescription Drug
0069-0155	Human Prescription Drug
0069-0169	Human Prescription Drug
0069-0170	Human Prescription Drug
0069-0171	Human Prescription Drug
0069-0173	Human Prescription Drug
0069-0174	Human Prescription Drug
0069-0176	Human Prescription Drug
0069-0177	Human Prescription Drug
0069-0178	Human Prescription Drug
0069-0179	Human Prescription Drug
0069-0181	Human Prescription Drug
0069-0186	Human Prescription Drug
0069-0192	Human Prescription Drug
0069-0201	Human Prescription Drug
0069-0204	Human Prescription Drug
0069-0205	Human Prescription Drug
0069-0242	Human Prescription Drug
0069-0244	Human Prescription Drug
0069-0301	Human Prescription Drug
0069-0302	Human Prescription Drug
0069-0336	Human Prescription Drug
0069-0338	Human Prescription Drug
0069-0400	Human Prescription Drug
0069-0468	Human Prescription Drug
0069-0469	Human Prescription Drug
0069-0471	Human Prescription Drug
0069-0550	Human Prescription Drug
0069-0700	Human Prescription Drug
0069-0770	Human Prescription Drug
0069-0807	Human Prescription Drug
0069-0808	Human Prescription Drug
0069-0830	Human Prescription Drug
0069-0950	Human Prescription Drug
0069-0970	Human Prescription Drug
0069-0971	Human Prescription Drug
0069-0980	Human Prescription Drug
0069-0990	Human Prescription Drug
0069-1001	Human Prescription Drug
0069-1010	Human Prescription Drug
0069-1340	Human Prescription Drug
0069-1441	Human Prescription Drug
0069-1520	Human Prescription Drug
0069-1530	Human Prescription Drug
0069-1540	Human Prescription Drug
0069-2150	Human Prescription Drug
0069-2160	Human Prescription Drug
0069-2170	Human Prescription Drug
0069-2180	Human Prescription Drug
0069-2190	Human Prescription Drug
0069-2250	Human Prescription Drug
0069-2260	Human Prescription Drug
0069-2270	Human Prescription Drug
0069-2390	Human Prescription Drug
0069-2587	Human Prescription Drug
0069-2589	Human Prescription Drug
0069-2590	Human Prescription Drug
0069-2599	Human Prescription Drug
0069-2600	Human Prescription Drug
0069-2601	Human Prescription Drug
0069-2650	Human Prescription Drug
0069-2660	Human Prescription Drug
0069-2670	Human Prescription Drug
0069-2960	Human Prescription Drug
0069-2970	Human Prescription Drug
0069-2980	Human Prescription Drug
0069-3030	Human Prescription Drug
0069-3031	Human Prescription Drug
0069-3032	Human Prescription Drug
0069-3033	Human Prescription Drug
0069-3034	Human Prescription Drug
0069-3051	Human Prescription Drug
0069-3080	Human Prescription Drug
0069-3150	Human Prescription Drug
0069-3241	Human Prescription Drug
0069-3342	Human Prescription Drug
0069-3857	Human Prescription Drug
0069-3858	Human Prescription Drug
0069-3859	Human Prescription Drug
0069-4004	Human Prescription Drug
0069-4015	Human Prescription Drug
0069-4026	Human Prescription Drug
0069-4037	Human Prescription Drug
0069-4170	Human Prescription Drug
0069-4190	Human Prescription Drug
0069-4200	Human Prescription Drug
0069-4210	Human Prescription Drug
