NDC Description	NDC	NADAC Per Unit	Effective Date	Pricing Unit	Pharmacy Type Indicator	OTC	Explanation Code	Classification for Rate Setting	Corresponding Generic Drug NADAC Per Unit	Corresponding Generic Drug Effective Date
ACYCLOVIR 200 MG CAPSULE	61442011101	0.11049	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 200 MG CAPSULE	61442011105	0.11049	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 200 MG CAPSULE	63304065201	0.11049	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 200 MG CAPSULE	68084010701	0.11049	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 200 MG CAPSULE	68084010711	0.11049	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 200 MG/5 ML SUSP	00472008216	0.46270	06/17/2015	ML	C/I	N	"1, 5"	G			
ACYCLOVIR 200 MG/5 ML SUSP	40085084296	0.46270	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
ACYCLOVIR 200 MG/5 ML SUSP	50383081016	0.46270	06/17/2015	ML	C/I	N	"1, 5"	G			
ACYCLOVIR 400 MG TABLET	00093894301	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	00093894305	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	00378025301	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	00904579061	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	23155022701	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	23155022705	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	31722077701	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	31722077705	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	60505530601	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	60505530608	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	61442011201	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	61442011205	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	63304050401	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	63739068210	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	67253010110	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	67253010111	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	68084010801	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	68084010811	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	68382079101	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 400 MG TABLET	68382079105	0.11531	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 5% OINTMENT	00378870049	14.68988	06/17/2015	GM	C/I	N	"1, 5"	G			
ACYCLOVIR 5% OINTMENT	00591115930	14.68988	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
ACYCLOVIR 5% OINTMENT	65162083596	14.68988	06/17/2015	GM	C/I	N	"1, 5"	G			
ACYCLOVIR 5% OINTMENT	68682099595	14.68988	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
ACYCLOVIR 5% OINTMENT	00378870006	18.99835	06/17/2015	GM	C/I	N	"1, 5"	G			
ACYCLOVIR 5% OINTMENT	65162083594	18.99835	06/17/2015	GM	C/I	N	"1, 5"	G			
ACYCLOVIR 5% OINTMENT	51079055068	21.69788	05/20/2015	GM	C/I	N	"4, 5"	G			
ACYCLOVIR 800 MG TABLET	00093894701	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	00093894705	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	00378030201	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	23155022801	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	23155022805	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	31722077801	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	31722077805	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	60505530701	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	60505530705	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	61442011301	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	61442011305	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	63304050501	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	68084010901	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	68084010911	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	68382079201	0.22645	06/17/2015	EA	C/I	N	1	G			
ACYCLOVIR 800 MG TABLET	68382079205	0.22645	06/17/2015	EA	C/I	N	1	G			
ACZONE 5% GEL	00023367090	6.61493	01/01/2015	GM	C/I	N	"2, 5"	B			
ACZONE 5% GEL	00023367060	7.22788	05/30/2015	GM	C/I	N	"2, 5"	B			
ACZONE 5% GEL	00023367030	7.54627	05/30/2015	GM	C/I	N	"2, 5"	B			
ADAPALENE 0.1% CREAM	00168042446	4.08363	06/17/2015	GM	C/I	N	"1, 5"	G			
ADAPALENE 0.1% CREAM	45802045384	4.08363	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
ADAPALENE 0.1% GEL	00093630195	2.55692	06/17/2015	GM	C/I	N	"1, 5"	G			
ADAPALENE 0.1% GEL	51672415506	2.55692	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
ADAPALENE 0.1% GEL	68462040355	2.55692	06/17/2015	GM	C/I	N	"1, 5"	G			
ADAPALENE 0.3% GEL	00472012645	3.79560	06/17/2015	GM	C/I	N	"1, 5"	G			
ADAPALENE 0.3% GEL	00781714219	3.79560	06/17/2015	GM	C/I	N	"1, 5"	G			
ADAPALENE 0.3% GEL	66993088445	3.79560	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
ADAPALENE 0.3% GEL PUMP	66993088448	6.07841	06/17/2015	GM	C/I	N	"1, 5, 6"	G			
ADCIRCA 20 MG TABLET	66302046760	40.01727	05/14/2015	EA	C/I	N	2	B			
ADDERALL 10 MG TABLET	57844011001	4.76267	01/01/2015	EA	C/I	N	"2, 6"	B-ANDA	0.82119	06/17/2015	
ADDERALL 15 MG TABLET	57844011501	4.80855	01/01/2015	EA	C/I	N	"4, 6"	B-ANDA	0.94308	06/17/2015	
ADDERALL 20 MG TABLET	00555076702	4.75022	01/01/2015	EA	C/I	N	"4, 6"	B-ANDA	0.80031	06/17/2015	
ADDERALL 20 MG TABLET	57844012001	4.75022	01/01/2015	EA	C/I	N	"4, 6"	B-ANDA	0.80031	06/17/2015	
ADDERALL 30 MG TABLET	57844013001	4.83595	01/01/2015	EA	C/I	N	"2, 6"	B-ANDA	0.81590	06/17/2015	
ADDERALL 5 MG TABLET	00555076202	4.79935	01/01/2015	EA	C/I	N	"4, 6"	B-ANDA	0.86677	06/17/2015	
ADDERALL 5 MG TABLET	57844010501	4.79935	01/07/2015	EA	C/I	N	"4, 6"	B-ANDA	0.86677	06/17/2015	
ADDERALL XR 10 MG CAPSULE	54092038301	6.94300	06/17/2015	EA	C/I	N	1	B	3.48531	06/17/2015	
ADDERALL XR 15 MG CAPSULE	54092038501	6.95921	06/17/2015	EA	C/I	N	1	B	3.59887	06/17/2015	
ADDERALL XR 20 MG CAPSULE	54092038701	6.91503	06/17/2015	EA	C/I	N	1	B	3.64097	06/17/2015	
ADDERALL XR 25 MG CAPSULE	54092038901	6.87543	06/17/2015	EA	C/I	N	1	B	3.71291	06/17/2015	
ADDERALL XR 30 MG CAPSULE	54092039101	6.94172	06/17/2015	EA	C/I	N	1	B	3.67973	06/17/2015	
ADDERALL XR 5 MG CAPSULE	54092038101	6.97948	06/17/2015	EA	C/I	N	1	B	4.10885	06/17/2015	
ADEFOVIR DIPIVOXIL 10 MG TAB	42794000308	26.64553	06/17/2015	EA	C/I	N	1	G			
ADIPEX-P 37.5 MG TABLET	57844000901	2.00909	06/17/2015	EA	C/I	N	"1, 6"	B-ANDA	0.10507	06/17/2015	
ADT ROBITUSSIN LINGER COLD SYR	00031874012	0.03663	06/17/2015	ML	C/I	Y	"1, 5, 6"	B			
ADT ROBITUSSIN NGT M-S COLD LQ	00031873518	0.02736	05/20/2015	ML	C/I	Y	"4, 5, 6"	B			
ADT ROBITUSSIN NGT M-S COLD LQ	00031873512	0.03693	05/20/2015	ML	C/I	Y	"2, 5, 6"	B			
ADT ROBITUSSIN PEAK CLD DM MAX	00031873818	0.03445	06/17/2015	ML	C/I	Y	"1, 5, 6"	B			
ADT ROBITUSSIN PEAK CLD M-S LQ	00031874220	0.02841	03/18/2015	ML	C/I	Y	"4, 5, 6"	B	0.01187	06/17/2015	
ADT ROBITUSSIN PEAK CLD M-S LQ	00031874214	0.03676	05/20/2015	ML	C/I	Y	"2, 5, 6"	B	0.01599	06/17/2015	
ADULT ROBITUSSIN M-S COLD LIQ	00031873418	0.03314	05/20/2015	ML	C/I	Y	"4, 5, 6"	B			
ADULT ROBITUSSIN PEAK COLD LIQ	00031873642	0.02537	03/18/2015	ML	C/I	Y	"4, 5, 6"	B			
ADULT ROBITUSSIN PEAK COLD LIQ	00031873618	0.02788	06/17/2015	ML	C/I	Y	"1, 5, 6"	B			
ADULT ROBITUSSIN PEAK COLD LIQ	00031873612	0.03717	03/18/2015	ML	C/I	Y	"2, 5, 6"	B	0.01712	06/17/2015	
ADULT ROBITUSSIN PEAK COLD LIQ	00031873712	0.03717	03/18/2015	ML	C/I	Y	"2, 5, 6"	B	0.01712	06/17/2015	
ADVAIR 100-50 DISKUS	00173069500	3.91966	01/05/2015	EA	C/I	N	"2, 5"	B			
ADVAIR 100-50 DISKUS	00173069504	7.84870	01/05/2015	EA	C/I	N	"4, 5"	B			
ADVAIR 250-50 DISKUS	00173069600	4.87484	01/05/2015	EA	C/I	N	"2, 5"	B			
ADVAIR 250-50 DISKUS	00173069604	7.88120	01/05/2015	EA	C/I	N	"4, 5"	B			
ADVAIR 500-50 DISKUS	00173069700	6.32532	03/18/2015	EA	C/I	N	"2, 5"	B			
ADVAIR 500-50 DISKUS	00173069704	13.08405	01/05/2015	EA	C/I	N	"4, 5"	B			
ADVAIR HFA 115-21 MCG INHALER	00173071622	19.39660	01/05/2015	GM	C/I	N	"2, 5"	B			
ADVAIR HFA 115-21 MCG INHALER	00173071620	24.05000	01/05/2015	GM	C/I	N	"2, 5"	B			
ADVAIR HFA 230-21 MCG INHALER	00173071722	28.99118	01/05/2015	GM	C/I	N	"2, 5"	B			
ADVAIR HFA 230-21 MCG INHALER	00173071720	31.97334	01/05/2015	GM	C/I	N	"2, 5"	B			
ADVAIR HFA 45-21 MCG INHALER	00173071520	19.32924	01/05/2015	GM	C/I	N	"2, 5"	B			
ADVAIR HFA 45-21 MCG INHALER	00173071522	19.77871	01/05/2015	GM	C/I	N	"4, 5"	B			
ADVANCED ANTACID LIQUID	00113085140	0.00570	06/17/2015	ML	C/I	Y	"1, 5"	G			
ADVANCED FORMULA EYE DROPS	37205022405	0.10781	06/17/2015	ML	C/I	Y	"1, 5"	G			
"ADVICOR 1,000 MG-20 MG TABLET"	00074300790	7.21922	12/31/2014	EA	C/I	N	4	B			
"ADVICOR 1,000 MG-40 MG TABLET"	00074301090	8.49120	12/31/2014	EA	C/I	N	4	B			
ADVICOR 500 MG-20 MG TABLET	00074300590	6.28088	12/31/2014	EA	C/I	N	4	B			
ADVIL 100 MG TABLET	00573017511	0.14940	04/22/2015	EA	C/I	Y	2	B			
ADVIL 200 MG CAPLET	00573016020	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL 200 MG CAPLET	00573016030	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL 200 MG CAPLET	00573016040	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL 200 MG CAPLET	00573016151	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL 200 MG GEL CAPLET	00573016520	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL 200 MG GEL CAPLET	00573016530	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL 200 MG GEL CAPLET	00573016540	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL 200 MG LIQUI-GEL CAPSULE	00573016920	0.15097	06/17/2015	EA	C/I	Y	1	B	0.08803	06/17/2015	
ADVIL 200 MG LIQUI-GEL CAPSULE	00573016930	0.15097	06/17/2015	EA	C/I	Y	1	B	0.08803	06/17/2015	
ADVIL 200 MG LIQUI-GEL CAPSULE	00573016940	0.15097	06/17/2015	EA	C/I	Y	1	B	0.08803	06/17/2015	
ADVIL 200 MG TABLET	00573015020	0.11044	06/17/2015	EA	C/I	Y	1	B	0.02791	06/17/2015	
ADVIL 200 MG TABLET	00573015030	0.11044	06/17/2015	EA	C/I	Y	1	B	0.02791	06/17/2015	
ADVIL 200 MG TABLET	00573015040	0.11044	06/17/2015	EA	C/I	Y	1	B	0.02791	06/17/2015	
ADVIL 200 MG TABLET	00573015110	0.11044	06/17/2015	EA	C/I	Y	1	B	0.02791	06/17/2015	
ADVIL 200 MG TABLET	00573015475	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL 200 MG TABLET	00573015498	0.11044	06/17/2015	EA	C/I	Y	"1, 6"	B	0.02791	06/17/2015	
ADVIL ALLERGY SINUS CAPLET	00573018810	0.46525	06/17/2015	EA	C/I	Y	1	B			
ADVIL ALLERGY-CONGEST RLF TAB	00573019610	0.45911	05/20/2015	EA	C/I	Y	4	B			
ADVIL COLD & SINUS CAPLET	00573018010	0.25489	06/17/2015	EA	C/I	Y	1	B	0.17116	06/17/2015	
ADVIL COLD & SINUS CAPLET	00573018021	0.25489	06/17/2015	EA	C/I	Y	1	B	0.17116	06/17/2015	
ADVIL COLD-SINUS LIQUI-GELS	00573018432	0.28988	06/17/2015	EA	C/I	Y	1	B			
ADVIL CONGESTION RELIEF TABLET	00573019510	0.44600	06/17/2015	EA	C/I	Y	1	B			
ADVIL CONGESTION RELIEF TABLET	00573019520	0.44600	06/17/2015	EA	C/I	Y	1	B			
ADVIL JR STR 100 MG TAB CHEW	00573017920	0.15103	04/22/2015	EA	C/I	Y	2	B	0.13561	06/17/2015	
ADVIL LIQUI-GELS 200 MG CAP	00573016949	0.15097	06/17/2015	EA	C/I	Y	1	B	0.08803	06/17/2015	
ADVIL LIQUI-GELS 200 MG CAP	00573016989	0.15097	06/17/2015	EA	C/I	Y	1	B	0.08803	06/17/2015	
ADVIL MIGRAINE 200 MG CAPS	00573016820	0.15097	06/17/2015	EA	C/I	Y	1	B	0.08803	06/17/2015	
ADVIL MIGRAINE 200 MG CAPS	00573016830	0.15097	06/17/2015	EA	C/I	Y	1	B	0.08803	06/17/2015	
ADVIL PM CAPLET	00573016405	0.16244	06/17/2015	EA	C/I	Y	1	B	0.12136	06/17/2015	
ADVIL PM CAPLET	00573016420	0.16244	06/17/2015	EA	C/I	Y	1	B	0.12136	06/17/2015	
ADVIL PM CAPLET	00573016430	0.16244	06/17/2015	EA	C/I	Y	1	B	0.12136	06/17/2015	
ADVIL PM CAPLET	00573016440	0.16244	06/17/2015	EA	C/I	Y	1	B	0.12136	06/17/2015	
ADVIL PM CAPLET	00573016443	0.16244	06/17/2015	EA	C/I	Y	1	B	0.12136	06/17/2015	
ADVIL PM LIQUI-GELS	00573016720	0.23044	06/17/2015	EA	C/I	Y	1	B			
ADVIL PM LIQUI-GELS	00573016725	0.23044	06/17/2015	EA	C/I	Y	1	B			
ADVIL PM LIQUI-GELS	00573016743	0.23044	06/17/2015	EA	C/I	Y	1	B			
ADVIL PM LIQUI-GELS	00573016755	0.23044	06/17/2015	EA	C/I	Y	1	B			
AEROSPAN 80 MCG INHALER	75989055012	16.83680	12/17/2014	GM	C/I	N	"2, 5"	B			
AFEDITAB CR 30 MG TABLET	00591319301	0.38864	06/17/2015	EA	C/I	N	1	G			
AFEDITAB CR 30 MG TABLET	00591319305	0.38864	06/17/2015	EA	C/I	N	1	G			
AFEDITAB CR 60 MG TABLET	00591319401	0.74380	06/17/2015	EA	C/I	N	1	G			
AFEDITAB CR 60 MG TABLET	00591319405	0.74380	06/17/2015	EA	C/I	N	1	G			
AFINITOR 10 MG TABLET	00078056751	378.22121	01/06/2015	EA	C/I	N	4	B			
AFINITOR 10 MG TABLET	00078056761	378.22121	01/06/2015	EA	C/I	N	4	B			
AFTERA 1.5 MG TABLET	51285010388	27.66902	06/17/2015	EA	C/I	Y	"1, 6"	G			
AGGRENOX 25 MG-200 MG CAPSULE	00597000160	6.21175	03/18/2015	EA	C/I	N	2	B			
AK-POLY-BAC EYE OINTMENT	17478023835	3.24163	06/17/2015	GM	C/I	N	"1, 5"	G			
AKWA TEARS 1.4% DROPS	17478006012	0.13068	06/17/2015	ML	C/I	Y	"1, 5"	G			
AKWA TEARS OINTMENT	17478006235	0.74107	02/18/2015	GM	C/I	Y	"4, 5"	G			
ALA-HIST DM LIQUID	50991081416	0.14917	05/20/2015	ML	C/I	Y	"4, 5"	G			
ALA-HIST IR 2 MG TABLET	50991078360	0.59953	11/19/2014	EA	C/I	Y	4	G			
ALA-HIST PE TABLET	50991078260	0.62894	06/17/2015	EA	C/I	Y	1	G			
ALAVERT 10 MG ODT	00573262019	0.26038	06/17/2015	EA	C/I	Y	1	B	0.41047	06/17/2015	
ALAVERT 10 MG ODT	00573262065	0.26038	06/17/2015	EA	C/I	Y	1	B	0.41047	06/17/2015	
ALAVERT 10 MG ODT	00573262119	0.26038	06/17/2015	EA	C/I	Y	1	B	0.41047	06/17/2015	
ALAVERT 10 MG ODT	00573262165	0.26038	06/17/2015	EA	C/I	Y	1	B	0.41047	06/17/2015	
ALAVERT D-12 ALLERGY-SINUS TAB	00573266012	0.52937	06/17/2015	EA	C/I	Y	"1, 6"	B-ANDA	0.64854	06/17/2015	
ALAVERT D-12 ALLERGY-SINUS TAB	00573266024	0.52937	06/17/2015	EA	C/I	Y	"1, 6"	B-ANDA	0.64854	06/17/2015	
ALAWAY 0.025% EYE DROPS	24208060110	0.86918	03/18/2015	ML	C/I	Y	"2, 5"	B			
ALBENZA 200 MG TABLET	52054055022	105.60314	03/18/2015	EA	C/I	N	2	B			
ALBENZA 200 MG TABLET	52054055028	105.60314	03/18/2015	EA	C/I	N	2	B			
ALBUTEROL 2.5 MG/0.5 ML SOL	00487990102	0.35492	06/17/2015	EA	C/I	N	"1, 5"	G			
ALBUTEROL 2.5 MG/0.5 ML SOL	00487990130	0.35492	06/17/2015	EA	C/I	N	"1, 5"	G			
ALBUTEROL 5 MG/ML SOLUTION	24208034720	0.57294	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL 5 MG/ML SOLUTION	50383074120	0.57294	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 0.63 MG/3 ML SOL	00487030101	0.30656	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 0.63 MG/3 ML SOL	00378699152	0.33398	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
ALBUTEROL SUL 0.63 MG/3 ML SOL	00591346753	0.33398	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 1.25 MG/3 ML SOL	00378699252	0.27187	06/17/2015	ML	C/I	N	"1, 5, 6"	G			
ALBUTEROL SUL 1.25 MG/3 ML SOL	00487990425	0.27187	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 1.25 MG/3 ML SOL	00591346853	0.27187	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 1.25 MG/3 ML SOL	00487990401	0.31215	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00378827091	0.04333	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00487950160	0.04333	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00591379760	0.04333	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00781715529	0.04333	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	76204020060	0.04333	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00378827093	0.04372	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00487950101	0.04372	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00487950102	0.04372	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00487950103	0.04372	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00591379730	0.04372	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00781715564	0.04372	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	76204020030	0.04372	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00378827052	0.04452	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00487950125	0.04452	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00591379783	0.04452	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	00781715586	0.04452	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SUL 2.5 MG/3 ML SOLN	76204020025	0.04452	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SULF 2 MG/5 ML SYRUP	00093066116	0.00862	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SULF 2 MG/5 ML SYRUP	00603100858	0.00862	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SULF 2 MG/5 ML SYRUP	50383074016	0.00862	06/17/2015	ML	C/I	N	"1, 5"	G			
ALBUTEROL SULFATE 2 MG TAB	00378025501	3.96164	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 2 MG TAB	00378025505	3.96164	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 2 MG TAB	51079065701	3.96164	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 2 MG TAB	51079065720	3.96164	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 2 MG TAB	53489017601	3.96164	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 2 MG TAB	53489017605	3.96164	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 4 MG TAB	00378057201	3.73264	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 4 MG TAB	00378057205	3.73264	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 4 MG TAB	51079065801	3.73264	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 4 MG TAB	51079065820	3.73264	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 4 MG TAB	53489017701	3.73264	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE 4 MG TAB	53489017705	3.73264	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE ER 4 MG TAB	00378412201	1.26357	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE ER 4 MG TAB	68774040001	1.26357	06/17/2015	EA	C/I	N	1	G			
ALBUTEROL SULFATE ER 8 MG TAB	00378412401	2.58970	03/18/2015	EA	C/I	N	4	G			
ALBUTEROL SULFATE ER 8 MG TAB	68774040101	2.58970	03/18/2015	EA	C/I	N	4	G			
ALCLOMETASONE DIPR 0.05% OINT	00168026460	1.07601	03/18/2015	GM	C/I	N	"4, 5"	G			
ALCLOMETASONE DIPR 0.05% OINT	51672131603	1.07601	03/18/2015	GM	C/I	N	"4, 5"	G			
ALCLOMETASONE DIPR 0.05% OINT	68462029965	1.07601	03/18/2015	GM	C/I	N	"4, 5"	G			
ALCLOMETASONE DIPR 0.05% OINT	00168026445	1.69671	06/18/2014	GM	C/I	N	"4, 5"	G			
ALCLOMETASONE DIPR 0.05% OINT	51672131606	1.69671	06/18/2014	GM	C/I	N	"4, 5"	G			
ALCLOMETASONE DIPR 0.05% OINT	68462029947	1.69671	06/18/2014	GM	C/I	N	"4, 5"	G			
ALCLOMETASONE DIPR 0.05% OINT	00168026415	2.59248	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPR 0.05% OINT	51672131601	2.59248	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPR 0.05% OINT	68462029917	2.59248	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	00168026360	1.25267	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	51672130603	1.25267	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	68462030065	1.25267	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	00168026345	1.56975	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	51672130606	1.56975	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	68462030047	1.56975	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	00168026315	2.38900	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	51672130601	2.38900	06/17/2015	GM	C/I	N	"1, 5"	G			
ALCLOMETASONE DIPRO 0.05% CRM	68462030017	2.38900	06/17/2015	GM	C/I	N	"1, 5"	G			
ALDACTAZIDE 25-25 TABLET	00025101131	1.62378	06/01/2015	EA	C/I	N	4	B	1.10168	06/17/2015	
ALDACTAZIDE 50-50 TABLET	00025102131	3.01434	06/01/2015	EA	C/I	N	4	B			
ALDACTONE 25 MG TABLET	00025100131	1.57409	06/01/2015	EA	C/I	N	4	B	0.06489	06/17/2015	
ALDARA 5% CREAM	99207026012	65.31376	10/17/2014	EA	C/I	N	"2, 5"	B	11.39950	06/17/2015	
ALENDRONATE SODIUM 10 MG TAB	00093514101	0.16224	06/17/2015	EA	C/I	N	1	G			
ALENDRONATE SODIUM 10 MG TAB	00093514156	0.16224	06/17/2015	EA	C/I	N	1	G			
