product_ndc	text
0067-2077	Inactive ingredients benzoic acid, carnauba wax, D&C yellow #10 lake, FD&C red #40 lake, hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polysorbate 80, pregelatinized starch, stearic acid, titanium dioxide
0067-2083	Inactive ingredients daytime caplet - benzoic acid, carnauba wax, D&C yellow #10 lake, FD&C red #40 lake, hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, polysorbate 80, pregelatinized starch, stearic acid, titanium dioxide. nighttime caplet - benzoic acid, carnauba wax, D&C yellow #10 lake, FD&C blue #1 lake, FD&C red #40 lake, hypromellose, magnesium stearate, microcrystalline cellulose, polyethylene glycol, pregelatinized starch, stearic acid, titanium dioxide.
0067-2086	Inactive Ingredients benzalkonium chloride solution, boric acid, purified water, sodium borate
0067-2090	Inactive ingredients butylated hydroxyanisole, magnesium aluminum silicate, white petrolatum
0067-2091	Inactive ingredients suppository: hydrogenated vegetable oil external cream: benzoic acid, butylated hydroxyanisole, glyceryl stearate, mineral oil, peglicol 5 oleate, pegoxol 7 stearate, purified water
0067-2094	Inactive Ingredients benzalkonium chloride, dibasic sodium phosphate, edetate disodium, hypromellose, monobasic sodium phosphate, purified water, sodium chloride, sorbitol solution
0067-3998	Inactive ingredients benzyl alcohol, cetyl alcohol, cetyl palmitate, isopropyl myristate, polysorbate 60, purified water, sodium hydroxide, sorbitan monostearate, stearyl alcohol.
0067-3999	Inactive ingredients benzyl alcohol, cetyl alcohol, cetyl palmitate, isopropyl myristate, polysorbate 60, purified water, sodium hydroxide, sorbitan monostearate, stearyl alcohol.
0067-4000	Inactive ingredients cetomacrogol, ethanol, propylene glycol, purified water USP
0067-4850	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-4860	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-4870	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-4990	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5000	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5010	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5020	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5050	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5070	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5080	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5124	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5125	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-5126	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-6012	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-6025	Inactive Ingredients Acacia, alginic acid, black iron oxide, carnauba wax, colloidal silicon dioxide, D&C yellow #10 aluminum lake, dibasic calcium phosphate, magnesium stearate, methylparaben, microcrystalline cellulose, povidone, pregelatinized starch, propylene glycol, propylparaben, red iron oxide, shellac, sodium benzoate, sodium hydroxide, sodium lauryl sulfate, stearic acid, sucrose, talc, titanium dioxide, yellow iron oxide
0067-6045	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-6046	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-6066	Inactive ingredients lactose monohydrate, magnesium stearate, microcrystalline cellulose, sodium starch glycolate
0067-6070	Inactive Ingredients Lactose monohydrate, magnesium stearate, microcrystalline cellulose, sodium starch glycolate
0067-6114	Inactive ingredients aluminum starch octenyl succinate, fragrance, isopropyl myristate, propylene carbonate, SD alcohol 40-B (11%w/w), sorbitan oleate, stearalkonium hectorite, talc Propellant: isobutane, propane
0067-6117	Inactive Ingredients Lactose monohydrate, magnesium stearate, microcrystalline cellulose, sodium starch glycolate
0067-6122	Inactive ingredients lactose monohydrate, magnesium stearate, microcrystalline cellulose, sodium starch glycolate
0067-6128	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-6129	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-6130	Inactive ingredients acrylate adhesive, aluminized polyester, cellulose paper, methacrylic acid copolymer
0067-6171	Inactive ingredients benzyl alcohol, cetyl alcohol, cetyl palmitate, isopropyl myristate, polysorbate 60, purified water, sodium hydroxide, sorbitan monostearate, stearyl alcohol.
0067-6239	Inactive ingredients benzyl alcohol, butylated hydroxytoluene, carbomer 974 P, ethanol, isopropyl myristate, polysorbate 20, purified water, sodium hydroxide, sorbitan monolaurate
0067-6266	Inactive ingredients acrylates/C10-30 acrylate cross polymer, carbomer, corn starch, cyclomethicone, edetate disodium, ethyl alcohol, fragrance, isopropyl mysristate, propylene glycol, purified water, strong ammonia solution
0067-6274	Inactive ingredients FD&C yellow 6, gelatin, glycerin, hypromellose, light mineral oil, mannitol, peppermint oil, purified water, sorbitol, soy lecithin, titanium dioxide
0067-6275	Inactive ingredients D&C yellow 10, FD&C blue 1, FD&C red 40, gelatin, glycerin, hypromellose, peppermint oil, purified water, sorbitan, sorbitol, titanium dioxide
0067-6280	Inactive ingredients butylparaben, carboxymethylcellulose sodium, flavor, glycerin, hypromellose, microcrystalline cellulose, potassium citrate, propylene glycol, propylparaben, purified water, saccharin sodium, sorbitol
0067-6281	Inactive ingredients butylparaben, carboxymethylcellulose sodium, flavor, glycerin, hypromellose, microcrystalline cellulose, propylene glycol, propylparaben, purified water, saccharin sodium, sorbitol
0067-6282	Inactive ingredients butylparaben, carboxymethylcellulose sodium, flavor, glycerin, hypromellose, microcrystalline cellulose, potassium citrate, propylene glycol, propylparaben, purified water, saccharin sodium, sorbitol
0067-6286	Inactive Ingredients Colloidal silicon dioxide, D&C red No. 28, FD&C blue No. 1, FD&C Green No. 3, FD&C red No. 40, gelatin, hydroxypropyl cellulose, low substituted hydroxypropyl cellulose, magnesium carbonate, methacryclic acid copolymner, polyethylene glicol, polysorbate 80, starch, sucrose, sugar sphere, talc, titatinum dioxide
0067-6290	Inactive ingredients butylparaben, carboxymethylcellulose sodium, flavor, glycerin, hypromellose, microcrystalline cellulose, potassium citrate, propylene glycol, propylparaben, purified water, saccharin sodium, sorbitol
0067-6291	Inactive Ingredients Acesulfame K, colloidal silicon dioxide, croscarmellose sodium, FD&C Red #40 aluminum lake, dextrose, flavor, magnesium stearate, maltodextrin, mannitol, pregeletanized starch
0067-6292	Inactive ingredients Ethanol, polyoxyl 20 cetostearyl ether, propylene glycol, purified water
0067-6293	Inactive ingredients Ethanol, polyoxyl 20 cetostearyl ether, propylene glycol, purified water
0067-6318	Inactive ingredients acesulfame K, aspartame, citric acid, D&C yellow#10, FD&C blue #1, FD&C red #40, flavors, maltodextrin, silicon dioxide, sodium citrate, tribasic calcium phosphate
0067-6319	Inactive ingredients acesulfame K, citric acid, D&C yellow #10, FD&C yellow #6, flavors, magnesium stearate, maltodextrin, silicon dioxide, sodium citrate, soy lecithin, sucrose, tribasic calcium phosphate
0067-6341	Inactive ingredients benzoic acid, D&C red # 28, D&C yellow #10, FD&C green #3, gelatin, hydroxypropyl cellulose, hypromellose, light mineral oil, microcrystalline cellulose, pepsin, polysorbate 20, povidone, propylene glycol, simethicone emulsion, sorbitan monolaurate, stearic acid, titanium dioxide
0067-6344	Inactive ingredients acesulfame K, benzoic acid, citric acid, edetate disodium, FD&C blue #1, FD&C red #40, flavors, maltitol solution, propylene glycol, purified water, sodium citrate
0067-6345	Inactive ingredients acesulfame K, benzoic acid, citric acid, edetate disodium, FD&C red #40, flavors, maltitol solution, propylene glycol, purified water, sodium citrate
0067-6346	Inactive ingredients acesulfame K, benzoic acid, citric acid, edetate disodium, FD&C yellow #6, flavors, maltitol solution, purified water, sodium citrate
0067-6347	Inactive ingredients acesulfame K, benzoic acid, citric acid, D&C yellow #10, edetate disodium, FD&C yellow #6, flavors, maltitol solution, propylene glycol, purified water, sodium citrate
0067-6348	Inactive ingredients citric acid, edetate disodium, FD&C blue #1, FD&C red #40, flavors, glycerin, polyethylene glycol, purified water, sodium benzoate, sodium citrate, sorbitol, sucrose
0067-6350	Inactive Ingredients benzoic acid, citric acid, dibasic sodium phosphate, edetate disodium, flavors, propylene glycol, purified water, sorbitol, sucrose
0067-6394	Inactive ingredients benzoic acid, citric acid, dibasic sodium phosphate, edetate disodium, FD&C red #40, flavors, glycerin, polyethylene glycol, purified water, sorbitol, sucrose
0067-6395	Inactive ingredients acacia, benzoic acid, FD&C blue #2 lake, FD&C red #40 lake, FD&C yellow #6 lake, flavor, hypromellose, magnesium stearate, menthol, microcrystalline cellulose, polyethylene glycol, polysorbate 60, polysorbate 80, pregelatinized starch, propylene glycol, stearic acid, sucralose, titanium dioxide
0067-6396	Inactive ingredients acacia, benzoic acid, D&C yellow #10 lake, FD&C blue #2 lake, FD&C yellow #6 lake, flavor, hypromellose, magnesium stearate, menthol, microcrystalline cellulose, polyethylene glycol, polysorbate 60, polysorbate 80, pregelatinized starch, propylene glycol, stearic acid, sucralose, titanium dioxide
0067-6416	Inactive ingredients benzyl alcohol, cetyl alcohol, cetyl palmitate, isopropyl myristate, polysorbate 60, purified water, sodium hydroxide, sorbitan monostearate, stearyl alcohol Distributed by DOLGENCORP, LLC, 100 Mission Ridge Goodlettsville, TN 37072 ©2009
0067-6424	Inactive ingredients benzoic acid, carnauba wax, corn starch, FD&C blue #1, hypromellose, light mineral oil, magnesium stearate, microcrystalline cellulose, polysorbate 20, polysorbate 80, povidone, pregelatinized starch, propylene glycol, simethicone emulsion, sorbitan monolaurate, talc, titanium dioxide
0067-6426	Inactive ingredients acesulfame potassium, anhydrous citric acid, aspartame, D&C yellow #10, FD&C blue #1, FD&C red #40, flavors, maltodextrin, silicon dioxide, sodium citrate, sucrose, tribasic calcium phosphate
0067-6427	Inactive ingredients acesulfame K, aspartame, citric acid, D&C yellow #10, FD&C red #40, flavors, maltodextrin, silicon dioxide, sodium citrate, sucrose, tribasic calcium phosphate
0067-6431	Inactive ingredients <for grape flavor> citric acid, edetate disodium, FD&C blue #1, FD&C red #40, flavor, glycerin, polyethylene glycol, purified water, sodium benzoate, sodium citrate, sorbitol, sucrose <for bubblegum flavor> benzoic acid, citric acid, dibasic sodium phosphate, edetate disodium, FD&C red #40, flavor, glycerin, polyethylene glycol, purified water, sorbitol, sucrose
0067-6432	Inactive ingredients <for grape flavor> citric acid, edetate disodium, FD&C blue #1, FD&C red #40, flavor, glycerin, polyethylene glycol, purified water, sodium benzoate, sodium citrate, sorbitol, sucrose <for bubblegum flavor> benzoic acid, citric acid, dibasic sodium phosphate, edetate disodium, FD&C red #40, flavor, glycerin, polyethylene glycol, purified water, sorbitol, sucrose
0067-6440	Inactive ingredients < for grape flavor> citric acid, edetate disodium, FD&C blue #1, FD&C red #40, flavor, glycerin, polyethylene glycol, purified water, sodium benzoate, sodium citrate, sorbitol, sucrose < for bubblegum flavor> benzoic acid, citric acid, dibasic sodium phosphate, edetate disodium, FD&C red #40, flavor, glycerin, polyethylene glycol, purified water, sorbitol, sucrose
0067-6441	Inactive ingredients < for grape flavor> citric acid, edetate disodium, FD&C blue #1, FD&C red #40, flavor, glycerin, polyethylene glycol, purified water, sodium benzoate, sodium citrate, sorbitol, sucrose < for bubblegum flavor> benzoic acid, citric acid, dibasic sodium phosphate, edetate disodium, FD&C red #40, flavor, glycerin, polyethylene glycol, purified water, sorbitol, sucrose
0067-6716	Inactive ingredients acesulfame K, citric acid, D&C yellow #10, FD&C yellow #6, flavors, magnesium stearate, maltodextrin, silicon dioxide, sodium citrate, soy lecithin, sucrose, tribasic calcium phosphate
0067-7916	Inactive ingredients acacia, acesulfame K, citric acid, D&C yellow #10, FD&C blue #1, FD&C red #40, flavors, lecithin, maltodextrin, medium chain triglycerides, mono & diglycerides, silicon dioxide, sodium chloride, sodium citrate, sucrose, triacetin, tribasic calcium phosphate
0067-7918	Inactive ingredients acesulfame potassium, anhydrous citric acid, aspartame, D&C yellow #10, FD&C blue #1, FD&C red #40, flavors, maltodextrin, silicon dioxide, sodium citrate, sucrose, tribasic calcium phosphate
0067-8100	Inactive ingredients benzyl alcohol, cetyl alcohol, cetyl palmitate, isopropyl myristate, polysorbate 60, purified water, sodium hydroxide, sorbitan monostearate, stearyl alcohol
0067-8103	Inactive Ingredients Benzoic acid, carnauba wax, FD&C blue#1, hydroxypropylcellulose, hypromellose, light mineral oil, microcrystalline cellulose, polysorbate 20, povidone, propylene glycol, simethicone emulsion, sorbitan monolaurate, stearic acid, titanium dioxide
0067-8104	Inactive ingredients carnauba wax, crospovidone, FD&C blue #1 aluminum lake, hypromellose, microcrystalline cellulose, povidone, pregelatinized starch, propylene glycol, saccharin sodium, stearic acid, titanium dioxide
0067-8105	Inactive ingredients acesulfame potassium, anhydrous citric acid, edetate disodium, FD&C red no. 40, flavor, maltitol solution, propylene glycol, purified water, sodium benzoate, sodium citrate
0067-8106	Inactive ingredients acesulfame potassium, anhydrous citric acid, edetate disodium, FD&C blue no. 1, FD&C red no. 40, flavor, maltitol solution, propylene glycol, purified water, sodium benzoate, sodium citrate
0067-8114	Inactive ingredients benzyl alcohol, cetyl alcohol, cetyl palmitate, isopropyl myristate, polysorbate 60, purified water, sodium hydroxide, sorbitan monostearate, stearyl alcohol
0067-8115	Inactive ingredients anhydrous citric acid, calcium sulfate, carrageenan, D&C red #33, edetate disodium, FD&C red #40, flavor, glycerin, high fructose corn syrup, polysorbate 80, purified water, sodium benzoate, sorbitol solution, sucralose, tribasic sodium phosphate, xanthan gum
0067-8116	Inactive ingredients anhydrous citric acid, calcium sulfate, carrageenan, D&C red #33, edetate disodium, FD&C blue #1, FD&C red #40, flavor, glycerin, polysorbate 80, purified water, sodium benzoate, sorbitol solution, sucrose, tribasic sodium phosphate, xanthan gum
