dea_schedule	description	labeler	nonproprietary_name	package_code	package_ndc	price_per_unit	product_code	product_ndc	proprietary_name	unit
	ACETIC ACID-ALUMINUM DROPS	24208	Acetic Acid	77	24208-0615-77	0.98467	0615	24208-0615	Acetic Acid	ML	
	ACETYLCYSTEINE 10% VIAL	0409	Acetylcysteine	03	0409-3307-03	0.30661	3307	0409-3307	Acetylcysteine	ML	
	ACETYLCYSTEINE 10% VIAL	63323	Acetylcysteine	30	63323-0691-30	0.30661	0691	63323-0691	Acetylcysteine	ML	
	ACETYLCYSTEINE 20% VIAL	0409	Acetylcysteine	03	0409-3308-03	0.30883	3308	0409-3308	Acetylcysteine	ML	
	ACETYLCYSTEINE 20% VIAL	63323	Acetylcysteine	30	63323-0690-30	0.30883	0690	63323-0690	Acetylcysteine	ML	
	ACID CONTROL 150 MG TABLET	24385	Ranitidine	62	24385-0268-62	0.14216	0268	24385-0268	Good Neighbor Pharmacy Acid Control 150	EA	
	ACID CONTROL 150 MG TABLET	24385	Ranitidine	71	24385-0268-71	0.14216	0268	24385-0268	Good Neighbor Pharmacy Acid Control 150	EA	
	ACID CONTROL 150 MG TABLET	46122	Ranitidine	62	46122-0041-62	0.14216	0041	46122-0041	Good Neighbor Pharmacy Acid Control 150	EA	
	ACID CONTROL 150 MG TABLET	46122	Ranitidine	71	46122-0041-71	0.14216	0041	46122-0041	Good Neighbor Pharmacy Acid Control 150	EA	
	ACID CONTROL 75 MG TABLET	24385	Ranitidine	65	24385-0296-65	0.07309	0296	24385-0296	Good Neighbor Pharmacy Acid Control	EA	
	ACID CONTROL 75 MG TABLET	24385	Ranitidine	72	24385-0296-72	0.07309	0296	24385-0296	Good Neighbor Pharmacy Acid Control	EA	
	ACID CONTROLLER 20 MG TABLET	63868	Famotidine	25	63868-0486-25	0.18160	0486	63868-0486	Famotidine	EA	
	ACID GONE ANTACID LIQUID	0904	Aluminum Hydroxide and Magnesium Carbonate	14	0904-7727-14	0.01018	7727	0904-7727	Acid Gone Antacid	ML	
	ACID GONE TABLET CHEW	0904	Aluminum Hydroxide and Magnesium Carbonate	60	0904-5365-60	0.02674	5365	0904-5365	Acid Gone Antacid	EA	
	ACID REDUCER 10 MG TABLET	0113	Famotidine	65	0113-0141-65	0.12930	0141	0113-0141	Good Sense Acid Reducer	EA	
	ACID REDUCER 10 MG TABLET	24385	Famotidine	65	24385-0255-65	0.12930	0255	24385-0255	Good Neighbor Pharmacy Acid Reducer	EA	
	ACID REDUCER 10 MG TABLET	24385	Famotidine	72	24385-0255-72	0.12930	0255	24385-0255	Good Neighbor Pharmacy Acid Reducer	EA	
	ACID REDUCER 10 MG TABLET	36800	Famotidine	65	36800-0141-65	0.12930	0141	36800-0141	Topcare Acid Reducer	EA	
	ACID REDUCER 10 MG TABLET	36800	Famotidine	72	36800-0141-72	0.12930	0141	36800-0141	Topcare Acid Reducer	EA	
	ACID REDUCER 10 MG TABLET	37205	Famotidine	65	37205-0614-65	0.12930	0614	37205-0614	Leader Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	0113	Famotidine	02	0113-0194-02	0.18160	0194	0113-0194	Good Sense Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	24385	Famotidine	51	24385-0385-51	0.18160	0385	24385-0385	Good Neighbor Pharmacy Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	24385	Famotidine	63	24385-0385-63	0.18160	0385	24385-0385	Good Neighbor Pharmacy Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	24385	Famotidine	71	24385-0385-71	0.18160	0385	24385-0385	Good Neighbor Pharmacy Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	24385	Famotidine	78	24385-0385-78	0.18160	0385	24385-0385	Good Neighbor Pharmacy Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	36800	Famotidine	02	36800-0194-02	0.18160	0194	36800-0194	Topcare Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	36800	Famotidine	51	36800-0194-51	0.18160	0194	36800-0194	Topcare Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	36800	Famotidine	71	36800-0194-71	0.18160	0194	36800-0194	Topcare Acid Reducer	EA	
	ACID REDUCER 20 MG TABLET	37205	Famotidine	63	37205-0861-63	0.18160	0861	37205-0861	Leader Acid Reducer	EA	
	ACID REDUCER 75 MG TABLET	46122	Ranitidine	65	46122-0223-65	0.07309	0223	46122-0223	Ranitidine	EA	
	ACID REDUCER 75 MG TABLET	46122	Ranitidine	72	46122-0223-72	0.07309	0223	46122-0223	Ranitidine	EA	
	ACID REDUCER 75 MG TABLET	51660	Ranitidine Hydrochloride	30	51660-0352-30	0.07309	0352	51660-0352	Acid Reducer	EA	
	ACID REDUCER 75 MG TABLET	51660	Ranitidine Hydrochloride	60	51660-0352-60	0.07309	0352	51660-0352	Acid Reducer	EA	
	ACIPHEX DR 20 MG TABLET	62856	Rabeprazole Sodium	30	62856-0243-30	13.52315	0243	62856-0243	Aciphex	EA	
	ACIPHEX DR 20 MG TABLET	62856	Rabeprazole Sodium	90	62856-0243-90	13.52315	0243	62856-0243	Aciphex	EA	
	ACITRETIN 10 MG CAPSULE	0093	Acitretin	56	0093-1135-56	19.75633	1135	0093-1135	Acitretin	EA	
	ACITRETIN 10 MG CAPSULE	66993	Acitretin	30	66993-0894-30	19.75633	0894	66993-0894	Acitretin	EA	
	ACITRETIN 17.5 MG CAPSULE	0093	Acitretin	56	0093-1138-56	24.16873	1138	0093-1138	Acitretin	EA	
	ACITRETIN 25 MG CAPSULE	0093	Acitretin	56	0093-1136-56	23.00822	1136	0093-1136	Acitretin	EA	
	ACITRETIN 25 MG CAPSULE	66993	Acitretin	30	66993-0896-30	23.00822	0896	66993-0896	Acitretin	EA	
	ACNE MEDICATION 10% GEL	0536	Benzoyl Peroxide	56	0536-1056-56	0.06587	1056	0536-1056	Rugby Benzoyl Peroxide	GM	
	ACNE MEDICATION 10% LOTION	0536	Benzoyl Peroxide	75	0536-1058-75	0.06631	1058	0536-1058	Rugby Benzoyl Peroxide	ML	
	ACNE MEDICATION 5% GEL	0536	Benzoyl Peroxide	56	0536-1055-56	0.04889	1055	0536-1055	Rugby Benzoyl Peroxide	GM	
	ACNE TREATMENT 10% CREAM	46122	Benzoyl Peroxide	03	46122-0044-03	0.08257	0044	46122-0044	Gnp Acne Treatment	GM	
	ACTEMRA 162 MG/0.9 ML SYRINGE	50242	Tocilizumab	01	50242-0138-01	765.97667	0138	50242-0138	Actemra	ML	
	ACTIVE FE TABLET	58809	.beta.-carotene, Ascorbic Acid, Cholecalciferol, .alpha.-tocopherol Acetate, Dl-, Thiamine Hydrochloride, Riboflavin, Niacinamide, Pyridoxine Hydrochloride, Folic Acid, Cyanocobalamin, Iron Pentacarbonyl, Magnesium Oxide, Zinc Oxide, and Cupric Oxide	30	58809-0725-30	2.89345	0725	58809-0725	Active Fe	EA	
	ACTONEL 150 MG TABLET	0430	Risedronate Sodium	01	0430-0478-01	239.63621	0478	0430-0478	Actonel	EA	
	ACTONEL 150 MG TABLET	0430	Risedronate Sodium	02	0430-0478-02	239.63621	0478	0430-0478	Actonel	EA	
	ACTONEL 35 MG TABLET	0430	Risedronate Sodium	03	0430-0472-03	55.48231	0472	0430-0472	Actonel	EA	
	ACTONEL 35 MG TABLET	0430	Risedronate Sodium	07	0430-0472-07	55.48231	0472	0430-0472	Actonel	EA	
	ACTONEL 5 MG TABLET	0430	Risedronate Sodium	15	0430-0471-15	7.85257	0471	0430-0471	Actonel	EA	
	ACTOPLUS MET 15 MG-500 MG TAB	64764	Pioglitazone and Metformin Hydrochloride	18	64764-0155-18	7.66223	0155	64764-0155	Actoplus Met	EA	
	ACTOPLUS MET 15 MG-500 MG TAB	64764	Pioglitazone and Metformin Hydrochloride	60	64764-0155-60	7.66223	0155	64764-0155	Actoplus Met	EA	
	ACTOPLUS MET 15 MG-850 MG TAB	64764	Pioglitazone and Metformin Hydrochloride	18	64764-0158-18	7.64802	0158	64764-0158	Actoplus Met	EA	
	ACTOPLUS MET 15 MG-850 MG TAB	64764	Pioglitazone and Metformin Hydrochloride	60	64764-0158-60	7.64802	0158	64764-0158	Actoplus Met	EA	
	ACTOPLUS MET XR 15-1,000 MG TB	64764	Pioglitazone and Metformin Hydrochloride	30	64764-0510-30	8.26597	0510	64764-0510	Actoplus Met	EA	
	ACTOPLUS MET XR 30-1,000 MG TB	64764	Pioglitazone and Metformin Hydrochloride	30	64764-0310-30	16.46268	0310	64764-0310	Actoplus Met	EA	
	ACTOS 15 MG TABLET	64764	Pioglitazone	04	64764-0151-04	10.03407	0151	64764-0151	Actos	EA	
	ACTOS 15 MG TABLET	64764	Pioglitazone	05	64764-0151-05	10.03407	0151	64764-0151	Actos	EA	
	ACTOS 15 MG TABLET	64764	Pioglitazone	06	64764-0151-06	10.03407	0151	64764-0151	Actos	EA	
	ACTOS 30 MG TABLET	64764	Pioglitazone	14	64764-0301-14	15.28989	0301	64764-0301	Actos	EA	
	ACTOS 30 MG TABLET	64764	Pioglitazone	15	64764-0301-15	15.28989	0301	64764-0301	Actos	EA	
	ACTOS 30 MG TABLET	64764	Pioglitazone	16	64764-0301-16	15.28989	0301	64764-0301	Actos	EA	
	ACTOS 45 MG TABLET	64764	Pioglitazone	24	64764-0451-24	16.82310	0451	64764-0451	Actos	EA	
	ACTOS 45 MG TABLET	64764	Pioglitazone	25	64764-0451-25	16.82310	0451	64764-0451	Actos	EA	
	ACTOS 45 MG TABLET	64764	Pioglitazone	26	64764-0451-26	16.82310	0451	64764-0451	Actos	EA	
	ACULAR 0.5% EYE DROPS	0023	Ketorolac Tromethamine	05	0023-2181-05	39.99629	2181	0023-2181	Acular	ML	
	ACULAR LS 0.4% OPHTH SOL	0023	Ketorolac Tromethamine	05	0023-9277-05	41.17881	9277	0023-9277	Acular Ls	ML	
	ACUVAIL 0.45% OPHTH SOLUTION	0023	Ketorolac Tromethamine	30	0023-3507-30	7.45002	3507	0023-3507	Acuvail	EA	
	ACYCLOVIR 200 MG CAPSULE	0093	Acyclovir	01	0093-8940-01	0.11049	8940	0093-8940	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	0093	Acyclovir	05	0093-8940-05	0.11049	8940	0093-8940	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	0904	Acyclovir	61	0904-5789-61	0.11049	5789	0904-5789	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	23155	Acyclovir	01	23155-0146-01	0.11049	0146	23155-0146	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	60505	Acyclovir	06	60505-0042-06	0.11049	0042	60505-0042	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	61442	Acyclovir	01	61442-0111-01	0.11049	0111	61442-0111	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	61442	Acyclovir	05	61442-0111-05	0.11049	0111	61442-0111	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	63304	Acyclovir	01	63304-0652-01	0.11049	0652	63304-0652	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	68084	Acyclovir	01	68084-0107-01	0.11049	0107	68084-0107	Acyclovir	EA	
	ACYCLOVIR 200 MG CAPSULE	68084	Acyclovir	11	68084-0107-11	0.11049	0107	68084-0107	Acyclovir	EA	
	ACYCLOVIR 200 MG/5 ML SUSP	0472	Acyclovir	16	0472-0082-16	0.46270	0082	0472-0082	Acyclovir	ML	
	ACYCLOVIR 200 MG/5 ML SUSP	40085	Acyclovir	96	40085-0842-96	0.46270	0842	40085-0842	Acyclovir	ML	
	ACYCLOVIR 200 MG/5 ML SUSP	50383	Acyclovir	16	50383-0810-16	0.46270	0810	50383-0810	Acyclovir	ML	
	ACYCLOVIR 400 MG TABLET	0093	Acyclovir	01	0093-8943-01	0.11531	8943	0093-8943	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	0093	Acyclovir	05	0093-8943-05	0.11531	8943	0093-8943	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	0378	Acyclovir	01	0378-0253-01	0.11531	0253	0378-0253	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	0904	Acyclovir	61	0904-5790-61	0.11531	5790	0904-5790	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	23155	Acyclovir	01	23155-0227-01	0.11531	0227	23155-0227	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	23155	Acyclovir	05	23155-0227-05	0.11531	0227	23155-0227	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	31722	Acyclovir	01	31722-0777-01	0.11531	0777	31722-0777	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	31722	Acyclovir	05	31722-0777-05	0.11531	0777	31722-0777	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	60505	Acyclovir	01	60505-5306-01	0.11531	5306	60505-5306	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	60505	Acyclovir	08	60505-5306-08	0.11531	5306	60505-5306	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	61442	Acyclovir	01	61442-0112-01	0.11531	0112	61442-0112	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	61442	Acyclovir	05	61442-0112-05	0.11531	0112	61442-0112	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	63304	Acyclovir	01	63304-0504-01	0.11531	0504	63304-0504	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	63739	Acyclovir	10	63739-0682-10	0.11531	0682	63739-0682	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	67253	Acyclovir	10	67253-0101-10	0.11531	0101	67253-0101	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	67253	Acyclovir	11	67253-0101-11	0.11531	0101	67253-0101	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	68084	Acyclovir	01	68084-0108-01	0.11531	0108	68084-0108	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	68084	Acyclovir	11	68084-0108-11	0.11531	0108	68084-0108	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	68382	Acyclovir	01	68382-0791-01	0.11531	0791	68382-0791	Acyclovir	EA	
	ACYCLOVIR 400 MG TABLET	68382	Acyclovir	05	68382-0791-05	0.11531	0791	68382-0791	Acyclovir	EA	
	ACYCLOVIR 5% OINTMENT	0378	Acyclovir	49	0378-8700-49	14.68988	8700	0378-8700	Acyclovir	GM	
	ACYCLOVIR 5% OINTMENT	0591	Acyclovir	30	0591-1159-30	14.68988	1159	0591-1159	Acyclovir	GM	
	ACYCLOVIR 5% OINTMENT	65162	Acyclovir	96	65162-0835-96	14.68988	0835	65162-0835	Acyclovir	GM	
	ACYCLOVIR 5% OINTMENT	68682	Acyclovir	95	68682-0995-95	14.68988	0995	68682-0995	Acyclovir	GM	
	ACYCLOVIR 5% OINTMENT	0378	Acyclovir	06	0378-8700-06	18.99835	8700	0378-8700	Acyclovir	GM	
	ACYCLOVIR 5% OINTMENT	65162	Acyclovir	94	65162-0835-94	18.99835	0835	65162-0835	Acyclovir	GM	
	ACYCLOVIR 5% OINTMENT	51079	Acyclovir	68	51079-0550-68	21.69788	0550	51079-0550	Acyclovir	GM	
	ACYCLOVIR 800 MG TABLET	0093	Acyclovir	01	0093-8947-01	0.22645	8947	0093-8947	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	0093	Acyclovir	05	0093-8947-05	0.22645	8947	0093-8947	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	0378	Acyclovir	01	0378-0302-01	0.22645	0302	0378-0302	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	23155	Acyclovir	01	23155-0228-01	0.22645	0228	23155-0228	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	23155	Acyclovir	05	23155-0228-05	0.22645	0228	23155-0228	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	31722	Acyclovir	01	31722-0778-01	0.22645	0778	31722-0778	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	31722	Acyclovir	05	31722-0778-05	0.22645	0778	31722-0778	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	60505	Acyclovir	01	60505-5307-01	0.22645	5307	60505-5307	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	60505	Acyclovir	05	60505-5307-05	0.22645	5307	60505-5307	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	61442	Acyclovir	01	61442-0113-01	0.22645	0113	61442-0113	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	61442	Acyclovir	05	61442-0113-05	0.22645	0113	61442-0113	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	63304	Acyclovir	01	63304-0505-01	0.22645	0505	63304-0505	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	68084	Acyclovir	01	68084-0109-01	0.22645	0109	68084-0109	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	68084	Acyclovir	11	68084-0109-11	0.22645	0109	68084-0109	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	68382	Acyclovir	01	68382-0792-01	0.22645	0792	68382-0792	Acyclovir	EA	
	ACYCLOVIR 800 MG TABLET	68382	Acyclovir	05	68382-0792-05	0.22645	0792	68382-0792	Acyclovir	EA	
	ACZONE 5% GEL	0023	Dapsone	90	0023-3670-90	6.61493	3670	0023-3670	Aczone	GM	
	ACZONE 5% GEL	0023	Dapsone	60	0023-3670-60	7.22788	3670	0023-3670	Aczone	GM	
	ACZONE 5% GEL	0023	Dapsone	30	0023-3670-30	7.54627	3670	0023-3670	Aczone	GM	
	ADAPALENE 0.1% CREAM	0168	Adapalene	46	0168-0424-46	4.08363	0424	0168-0424	Adapalene	GM	
	ADAPALENE 0.1% CREAM	45802	Adapalene	84	45802-0453-84	4.08363	0453	45802-0453	Adapalene	GM	
	ADAPALENE 0.1% GEL	0093	Adapalene	95	0093-6301-95	2.55692	6301	0093-6301	Adapalene	GM	
	ADAPALENE 0.1% GEL	51672	Adapalene	06	51672-4155-06	2.55692	4155	51672-4155	Adapalene	GM	
	ADAPALENE 0.1% GEL	68462	Adapalene	55	68462-0403-55	2.55692	0403	68462-0403	Adapalene	GM	
	ADAPALENE 0.3% GEL	0472	Adapalene	45	0472-0126-45	3.79560	0126	0472-0126	Adapalene	GM	
	ADAPALENE 0.3% GEL	0781	Adapalene	19	0781-7142-19	3.79560	7142	0781-7142	Adapalene	GM	
	ADAPALENE 0.3% GEL	66993	Adapalene	45	66993-0884-45	3.79560	0884	66993-0884	Adapalene	GM	
	ADAPALENE 0.3% GEL PUMP	66993	Adapalene	48	66993-0884-48	6.07841	0884	66993-0884	Adapalene	GM	
	ADCIRCA 20 MG TABLET	66302	Tadalafil	60	66302-0467-60	40.01727	0467	66302-0467	Adcirca	EA	
CII	ADDERALL 10 MG TABLET	57844	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate	01	57844-0110-01	4.76267	0110	57844-0110	Adderall	EA	
CII	ADDERALL 15 MG TABLET	57844	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate	01	57844-0115-01	4.80855	0115	57844-0115	Adderall	EA	
CII	ADDERALL 20 MG TABLET	0555	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate	02	0555-0767-02	4.75022	0767	0555-0767	Adderall	EA	
CII	ADDERALL 20 MG TABLET	57844	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate	01	57844-0120-01	4.75022	0120	57844-0120	Adderall	EA	
CII	ADDERALL 30 MG TABLET	57844	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate	01	57844-0130-01	4.83595	0130	57844-0130	Adderall	EA	
CII	ADDERALL 5 MG TABLET	0555	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate	02	0555-0762-02	4.79935	0762	0555-0762	Adderall	EA	
CII	ADDERALL 5 MG TABLET	57844	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate, and Amphetamine Sulfate	01	57844-0105-01	4.79935	0105	57844-0105	Adderall	EA	
CII	ADDERALL XR 10 MG CAPSULE	54092	Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate	01	54092-0383-01	6.94300	0383	54092-0383	Adderall	EA	
CII	ADDERALL XR 15 MG CAPSULE	54092	Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate	01	54092-0385-01	6.95921	0385	54092-0385	Adderall	EA	
CII	ADDERALL XR 20 MG CAPSULE	54092	Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate	01	54092-0387-01	6.91503	0387	54092-0387	Adderall	EA	
CII	ADDERALL XR 25 MG CAPSULE	54092	Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate	01	54092-0389-01	6.87543	0389	54092-0389	Adderall	EA	
CII	ADDERALL XR 30 MG CAPSULE	54092	Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate	01	54092-0391-01	6.94172	0391	54092-0391	Adderall	EA	
CII	ADDERALL XR 5 MG CAPSULE	54092	Dextroamphetamine Sulfate, Dextroamphetamine Saccharate, Amphetamine Sulfate and Amphetamine Aspartate	01	54092-0381-01	6.97948	0381	54092-0381	Adderall	EA	
	ADEFOVIR DIPIVOXIL 10 MG TAB	42794	Adefovir Dipivoxil	08	42794-0003-08	26.64553	0003	42794-0003	Adefovir Dipivoxil	EA	
CIV	ADIPEX-P 37.5 MG TABLET	57844	Phentermine Hydrochloride	01	57844-0009-01	2.00909	0009	57844-0009	Adipex-p	EA	
	ADT ROBITUSSIN LINGER COLD SYR	0031	Dextromethorphan Hbr	12	0031-8740-12	0.03663	8740	0031-8740	Robitussin Lingering Cold Long-acting Cough	ML	
	ADT ROBITUSSIN NGT M-S COLD LQ	0031	Acetaminophen, Diphenhydramine Hcl, Phenylephrine Hcl	18	0031-8735-18	0.02736	8735	0031-8735	Robitussin Peak Cold Nighttime Multi-symptom Cold	ML	
	ADT ROBITUSSIN NGT M-S COLD LQ	0031	Acetaminophen, Diphenhydramine Hcl, Phenylephrine Hcl	12	0031-8735-12	0.03693	8735	0031-8735	Robitussin Peak Cold Nighttime Multi-symptom Cold	ML	
	ADT ROBITUSSIN PEAK CLD DM MAX	0031	Dextromethorphan Hbr, Guaifenesin	18	0031-8738-18	0.03445	8738	0031-8738	Robitussin Peak Cold Maximum Strength Cough Plus Chest Congestion Dm	ML	
	ADT ROBITUSSIN PEAK CLD M-S LQ	0031	Dextromethorphan Hydrobromide, Guaifenesin, and Phenylephrine Hydrochloride	20	0031-8742-20	0.02841	8742	0031-8742	Robitussin Peak Cold Multi-symptom Cold	ML	
	ADT ROBITUSSIN PEAK CLD M-S LQ	0031	Dextromethorphan Hydrobromide, Guaifenesin, and Phenylephrine Hydrochloride	14	0031-8742-14	0.03676	8742	0031-8742	Robitussin Peak Cold Multi-symptom Cold	ML	
	ADULT ROBITUSSIN M-S COLD LIQ	0031	Dextromethorphan Hbr, Guaifenesin, Phenylephrine Hcl	18	0031-8734-18	0.03314	8734	0031-8734	Robitussin Peak Cold Maximum Strength Multi-symptom Cold	ML	
	ADULT ROBITUSSIN PEAK COLD LIQ	0031	Dextromethorphan Hydrobromide and Guaifenesin	42	0031-8736-42	0.02537	8736	0031-8736	Robitussin Peak Cold Cough Plus Chest Congestion Dm	ML	
	ADULT ROBITUSSIN PEAK COLD LIQ	0031	Dextromethorphan Hydrobromide and Guaifenesin	18	0031-8736-18	0.02788	8736	0031-8736	Robitussin Peak Cold Cough Plus Chest Congestion Dm	ML	
	ADULT ROBITUSSIN PEAK COLD LIQ	0031	Dextromethorphan Hydrobromide and Guaifenesin	12	0031-8736-12	0.03717	8736	0031-8736	Robitussin Peak Cold Cough Plus Chest Congestion Dm	ML	
	ADULT ROBITUSSIN PEAK COLD LIQ	0031	Dextromethorphan Hydrobromide and Guaifenesin	12	0031-8737-12	0.03717	8737	0031-8737	Robitussin Peak Cold Sugar-free Cough Plus Chest Congestion Dm	ML	
	ADVAIR 100-50 DISKUS	0173	Fluticasone Propionate and Salmeterol	00	0173-0695-00	3.91966	0695	0173-0695	Advair	EA	
	ADVAIR 100-50 DISKUS	0173	Fluticasone Propionate and Salmeterol	04	0173-0695-04	7.84870	0695	0173-0695	Advair	EA	
	ADVAIR 250-50 DISKUS	0173	Fluticasone Propionate and Salmeterol	00	0173-0696-00	4.87484	0696	0173-0696	Advair	EA	
	ADVAIR 250-50 DISKUS	0173	Fluticasone Propionate and Salmeterol	04	0173-0696-04	7.88120	0696	0173-0696	Advair	EA	
	ADVAIR 500-50 DISKUS	0173	Fluticasone Propionate and Salmeterol	00	0173-0697-00	6.32532	0697	0173-0697	Advair	EA	
	ADVAIR 500-50 DISKUS	0173	Fluticasone Propionate and Salmeterol	04	0173-0697-04	13.08405	0697	0173-0697	Advair	EA	
	ADVAIR HFA 115-21 MCG INHALER	0173	Fluticasone Propionate and Salmeterol Xinafoate	22	0173-0716-22	19.39660	0716	0173-0716	Advair Hfa	GM	
	ADVAIR HFA 115-21 MCG INHALER	0173	Fluticasone Propionate and Salmeterol Xinafoate	20	0173-0716-20	24.05000	0716	0173-0716	Advair Hfa	GM	
	ADVAIR HFA 230-21 MCG INHALER	0173	Fluticasone Propionate and Salmeterol Xinafoate	22	0173-0717-22	28.99118	0717	0173-0717	Advair Hfa	GM	
	ADVAIR HFA 230-21 MCG INHALER	0173	Fluticasone Propionate and Salmeterol Xinafoate	20	0173-0717-20	31.97334	0717	0173-0717	Advair Hfa	GM	
	ADVAIR HFA 45-21 MCG INHALER	0173	Fluticasone Propionate and Salmeterol Xinafoate	20	0173-0715-20	19.32924	0715	0173-0715	Advair Hfa	GM	
	ADVAIR HFA 45-21 MCG INHALER	0173	Fluticasone Propionate and Salmeterol Xinafoate	22	0173-0715-22	19.77871	0715	0173-0715	Advair Hfa	GM	
	ADVANCED ANTACID LIQUID	0113	Aluminum Hydroxide, Magnesium Hydroxide, Simethicone	40	0113-0851-40	0.00570	0851	0113-0851	Good Sense Antacid	ML	
	ADVANCED FORMULA EYE DROPS	37205	Dextran70, Polyethylene Glycol, Povidone, Tetrahydrozoline Hcl	05	37205-0224-05	0.10781	0224	37205-0224	Leader Advanced Formula	ML	
	ADVICOR 1,000 MG-20 MG TABLET	0074	Niacin and Lovastatin	90	0074-3007-90	7.21922	3007	0074-3007	Advicor	EA	
	ADVICOR 1,000 MG-40 MG TABLET	0074	Niacin and Lovastatin	90	0074-3010-90	8.49120	3010	0074-3010	Advicor	EA	
	ADVICOR 500 MG-20 MG TABLET	0074	Niacin and Lovastatin	90	0074-3005-90	6.28088	3005	0074-3005	Advicor	EA	
	ADVIL 100 MG TABLET	0573	Ibuprofen	11	0573-0175-11	0.14940	0175	0573-0175	Junior Strength Advil	EA	
	ADVIL 200 MG CAPLET	0573	Ibuprofen	20	0573-0160-20	0.11044	0160	0573-0160	Advil	EA	
	ADVIL 200 MG CAPLET	0573	Ibuprofen	30	0573-0160-30	0.11044	0160	0573-0160	Advil	EA	
	ADVIL 200 MG CAPLET	0573	Ibuprofen	40	0573-0160-40	0.11044	0160	0573-0160	Advil	EA	
	ADVIL 200 MG CAPLET	0573	Ibuprofen	51	0573-0161-51	0.11044	0161	0573-0161	Advil	EA	
