product_ndc	class_name
0054-0101	Dihydropyridine Calcium Channel Blocker
0054-0102	Dihydropyridine Calcium Channel Blocker
0054-0106	Angiotensin Converting Enzyme Inhibitor
0054-0107	Angiotensin Converting Enzyme Inhibitor
0054-0108	Angiotensin Converting Enzyme Inhibitor
0054-0109	Angiotensin Converting Enzyme Inhibitor
0054-0110	Angiotensin Converting Enzyme Inhibitor
0054-0111	Angiotensin Converting Enzyme Inhibitor
0054-0112	Angiotensin Converting Enzyme Inhibitor
0054-0114	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
0054-0114	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
0054-0114	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
0054-0115	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
0054-0115	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
0054-0115	Herpes Zoster Virus Nucleoside Analog Dna Polymerase Inhibitor
0054-0116	Nonergot Dopamine Agonist
0054-0117	Nonergot Dopamine Agonist
0054-0118	Nonergot Dopamine Agonist
0054-0119	Nonergot Dopamine Agonist
0054-0120	Nonergot Dopamine Agonist
0054-0121	Nonergot Dopamine Agonist
0054-0122	Nonergot Dopamine Agonist
0054-0123	Angiotensin 2 Receptor Blocker
0054-0124	Angiotensin 2 Receptor Blocker
0054-0125	Angiotensin 2 Receptor Blocker
0054-0126	Angiotensin 2 Receptor Blocker
0054-0127	Angiotensin 2 Receptor Blocker
0054-0137	Cholinesterase Inhibitor
0054-0140	Alpha-glucosidase Inhibitor
0054-0141	Alpha-glucosidase Inhibitor
0054-0142	Alpha-glucosidase Inhibitor
0054-0143	Serotonin-3 Receptor Antagonist
0054-0164	Aromatase Inhibitor
0054-0196	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
0054-0197	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
0054-0198	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
0054-0199	Anti-epileptic Agent
0054-0210	Tricyclic Antidepressant
0054-0211	Tricyclic Antidepressant
0054-0220	Atypical Antipsychotic
0054-0221	Atypical Antipsychotic
0054-0222	Atypical Antipsychotic
0054-0223	Atypical Antipsychotic
0054-0224	Anti-epileptic Agent
0054-0228	Nonsteroidal Anti-inflammatory Drug
0054-0229	Atypical Antipsychotic
0054-0230	Atypical Antipsychotic
0054-0235	Opioid Agonist
0054-0236	Opioid Agonist
0054-0237	Opioid Agonist
0054-0238	Opioid Agonist
0054-0250	Angiotensin 2 Receptor Blocker
0054-0251	Angiotensin 2 Receptor Blocker
0054-0252	Angiotensin 2 Receptor Blocker
0054-0254	Thiazide Diuretic
0054-0255	Thiazide Diuretic
0054-0259	Leukotriene Receptor Antagonist
0054-0264	Opioid Agonist
0054-0265	Opioid Agonist
0054-0269	Aromatase Inhibitor
0054-0273	Non-standardized Food Allergenic Extract
0054-0274	Non-standardized Food Allergenic Extract
0054-0275	Non-standardized Food Allergenic Extract
0054-0276	Non-standardized Food Allergenic Extract
0054-0277	Angiotensin 2 Receptor Blocker
0054-0278	Serotonin-1b and Serotonin-1d Receptor Agonist
0054-0279	Serotonin-1b and Serotonin-1d Receptor Agonist
0054-0283	Opioid Agonist
0054-0284	Opioid Agonist
0054-0288	Leukotriene Receptor Antagonist
0054-0289	Leukotriene Receptor Antagonist
0054-0334	Cholinergic Receptor Agonist
0054-0338	Vitamin D2 Analog
0054-0339	Vitamin D2 Analog
0054-0347	Nitroimidazole Antimicrobial
0054-0348	Nitroimidazole Antimicrobial
0054-0379	Potassium Binder
0054-0386	Opioid Agonist
0054-0388	Vitamin D2 Analog
0054-0391	Opioid Agonist
0054-0392	Opioid Agonist
0054-0404	Opioid Agonist
0054-0434	Platelet Aggregation Inhibitor
0054-0435	Platelet Aggregation Inhibitor
0054-0436	Platelet Aggregation Inhibitor
0054-0438	Opioid Agonist
0054-0450	Human Immunodeficiency Virus 1 Non-nucleoside Analog Reverse Transcriptase Inhibitor
0054-0459	Human Immunodeficiency Virus 1 Non-nucleoside Analog Reverse Transcriptase Inhibitor
0054-0522	Opioid Agonist
0054-0542	Angiotensin 2 Receptor Blocker
0054-0543	Angiotensin 2 Receptor Blocker
0054-0544	Angiotensin 2 Receptor Blocker
0054-0545	Angiotensin 2 Receptor Blocker
0054-0546	Angiotensin 2 Receptor Blocker
0054-0547	Angiotensin 2 Receptor Blocker
0054-0551	Opioid Agonist
0054-2795	Opioid Agonist
0054-3025	Antidote
0054-3025	Mucolytic
0054-3025	Antidote For Acetaminophen Overdose
0054-3026	Antidote
0054-3026	Antidote For Acetaminophen Overdose
0054-3026	Mucolytic
0054-3027	Antidote For Acetaminophen Overdose
0054-3027	Mucolytic
0054-3027	Antidote
0054-3028	Antidote
0054-3028	Mucolytic
0054-3028	Antidote For Acetaminophen Overdose
0054-3068	Benzodiazepine
0054-3090	Opioid Agonist/antagonist
0054-3117	Calcium
0054-3117	Phosphate Binder
0054-3120	Vitamin D3 Analog
0054-3176	Corticosteroid
0054-3177	Corticosteroid
0054-3185	Benzodiazepine
0054-3188	Benzodiazepine
0054-3194	Cholinergic Muscarinic Antagonist
0054-3194	Anticholinergic
0054-3270	Corticosteroid
0054-3294	Loop Diuretic
0054-3298	Loop Diuretic
0054-3486	Osmotic Laxative
0054-3500	Amide Local Anesthetic
0054-3500	Antiarrhythmic
0054-3505	Amide Local Anesthetic
0054-3505	Antiarrhythmic
0054-3532	Benzodiazepine
0054-3542	Progestin
0054-3545	Opioid Agonist
0054-3553	Opioid Agonist
0054-3555	Opioid Agonist
0054-3556	Opioid Agonist
0054-3566	Benzodiazepine
0054-3686	Opioid Agonist
0054-3727	Beta-adrenergic Blocker
0054-3730	Beta-adrenergic Blocker
0054-4084	Purine Antimetabolite
0054-4120	Calcium
0054-4120	Phosphate Binder
0054-4146	Azole Antifungal
0054-4179	Corticosteroid
0054-4180	Corticosteroid
0054-4181	Corticosteroid
0054-4182	Corticosteroid
0054-4183	Corticosteroid
0054-4184	Corticosteroid
0054-4186	Corticosteroid
0054-4218	Opioid Agonist
0054-4219	Opioid Agonist
0054-4297	Loop Diuretic
0054-4299	Loop Diuretic
0054-4301	Loop Diuretic
0054-4496	Folate Analog
0054-4497	Folate Analog
0054-4498	Folate Analog
0054-4499	Folate Analog
0054-4538	Opioid Agonist
0054-4550	Folate Analog Metabolic Inhibitor
0054-4570	Opioid Agonist
0054-4571	Opioid Agonist
0054-4595	Opioid Agonist
0054-4596	Opioid Agonist
0054-4603	Progestin
0054-4604	Progestin
0054-4650	Opioid Agonist
0054-4721	Anticholinergic
0054-4784	Opioid Agonist
0054-4858	Benzodiazepine
0054-4859	Benzodiazepine
0054-8084	Purine Antimetabolite
0054-8120	Phosphate Binder
0054-8120	Calcium
0054-8146	Azole Antifungal
0054-8174	Corticosteroid
0054-8175	Corticosteroid
0054-8176	Corticosteroid
0054-8179	Corticosteroid
0054-8180	Corticosteroid
0054-8181	Corticosteroid
0054-8183	Corticosteroid
0054-8207	Benzodiazepine
0054-8297	Loop Diuretic
0054-8298	Loop Diuretic
0054-8299	Loop Diuretic
0054-8301	Loop Diuretic
0054-8486	Osmotic Laxative
0054-8496	Folate Analog
0054-8500	Antiarrhythmic
0054-8500	Amide Local Anesthetic
0054-8550	Folate Analog Metabolic Inhibitor
0054-8553	Opioid Agonist
0054-8554	Opioid Agonist
0054-8595	Opioid Agonist
0054-8603	Progestin
0054-8604	Progestin
0054-8648	Opioid Agonist
0054-8650	Opioid Agonist
0054-8858	Benzodiazepine
0054-8859	Benzodiazepine
0056-0168	Vitamin K Antagonist
0056-0169	Vitamin K Antagonist
0056-0170	Vitamin K Antagonist
0056-0172	Vitamin K Antagonist
0056-0173	Vitamin K Antagonist
0056-0174	Vitamin K Antagonist
0056-0176	Vitamin K Antagonist
0056-0188	Vitamin K Antagonist
0056-0189	Vitamin K Antagonist
0056-0470	Human Immunodeficiency Virus 1 Non-nucleoside Analog Reverse Transcriptase Inhibitor
0056-0474	Human Immunodeficiency Virus 1 Non-nucleoside Analog Reverse Transcriptase Inhibitor
0056-0510	Human Immunodeficiency Virus 1 Non-nucleoside Analog Reverse Transcriptase Inhibitor
0062-0165	Retinoid
0062-0175	Retinoid
0062-0187	Retinoid
0062-0190	Retinoid
0062-0204	Retinoid
0062-0275	Retinoid
0062-0475	Retinoid
0062-0575	Retinoid
0062-2080	Serotonin-1b and Serotonin-1d Receptor Agonist
0062-2085	Serotonin-1b and Serotonin-1d Receptor Agonist
0062-5350	Azole Antifungal
0062-5351	Azole Antifungal
0062-5356	Azole Antifungal
0064-0810	Human Platelet-derived Growth Factor
0064-3600	Tricyclic Antidepressant
0064-5010	Collagen-specific Enzyme
0065-0002	Nonsteroidal Anti-inflammatory Drug
0065-0006	Quinolone Antimicrobial
0065-0092	Diagnostic Dye
0065-0096	Corticosteroid
0065-0246	Beta-adrenergic Blocker
0065-0260	Prostaglandin Analog
0065-0271	Histamine-1 Receptor Inhibitor
0065-0272	Histamine-1 Receptor Inhibitor
0065-0275	Carbonic Anhydrase Inhibitor
0065-0325	Histamine-1 Receptor Inhibitor
0065-0332	Histamine-1 Receptor Inhibitor
0065-0333	Histamine-1 Receptor Inhibitor
0065-0342	Alpha-1 Adrenergic Agonist
0065-0345	Mast Cell Stabilizer
0065-0355	Anticholinergic
0065-0359	Alpha-1 Adrenergic Agonist
0065-0411	Antiseptic
0065-0416	Plasma Volume Expander
0065-0418	Plasma Volume Expander
0065-0419	Plasma Volume Expander
0065-0426	Plasma Volume Expander
0065-0543	Corticosteroid
0065-0627	Corticosteroid
0065-0631	Corticosteroid
0065-0638	Corticosteroid
0065-0643	Aminoglycoside Antibacterial
0065-0644	Aminoglycoside Antibacterial
0065-0645	Polyene Antimicrobial
0065-0647	Corticosteroid
0065-0648	Corticosteroid
0065-0652	Corticosteroid
0065-0654	Quinolone Antimicrobial
0065-0656	Quinolone Antimicrobial
0065-0660	Alpha-adrenergic Agonist
0065-0665	Alpha-adrenergic Agonist
0065-0702	Anticholinergic
0065-0702	Cholinergic Muscarinic Antagonist
0065-0741	Ester Local Anesthetic
0065-0795	Calcium
0065-0795	Phosphate Binder
0065-1750	Nonsteroidal Anti-inflammatory Drug
0065-1795	Calcium
0065-1795	Phosphate Binder
0065-2800	Prostaglandin Analog
0065-4011	Histamine-1 Receptor Inhibitor
0065-4013	Quinolone Antimicrobial
0065-4147	Alpha-adrenergic Agonist
0065-8531	Quinolone Antimicrobial
0065-8533	Quinolone Antimicrobial
0066-0507	Corticosteroid
0066-0508	Corticosteroid
0066-7150	Nucleoside Metabolic Inhibitor
0066-9850	Nitroimidazole Antimicrobial
0067-0143	Nonsteroidal Anti-inflammatory Drug
0067-0149	Nonsteroidal Anti-inflammatory Drug
0067-0949	Azole Antifungal
0067-0959	Azole Antifungal
0067-0969	Azole Antifungal
0067-2000	Nonsteroidal Anti-inflammatory Drug
0067-2021	Nonsteroidal Anti-inflammatory Drug
0067-2030	Nonsteroidal Anti-inflammatory Drug
0067-2035	Nonsteroidal Anti-inflammatory Drug
0067-2037	Nonsteroidal Anti-inflammatory Drug
0067-2039	Nonsteroidal Anti-inflammatory Drug
0067-2045	Central Nervous System Stimulant
0067-2045	Methylxanthine
0067-2053	Histamine-1 Receptor Antagonist
0067-2055	Histamine-1 Receptor Antagonist
0067-2070	Methylxanthine
0067-2070	Central Nervous System Stimulant
0067-2077	Sigma-1 Agonist
0067-2077	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-2086	Alpha-1 Adrenergic Agonist
0067-2090	Azole Antifungal
0067-3998	Allylamine Antifungal
0067-3999	Allylamine Antifungal
0067-4000	Allylamine Antifungal
0067-4345	Anticholinergic
0067-4850	Cholinergic Nicotinic Agonist
0067-4860	Cholinergic Nicotinic Agonist
0067-4870	Cholinergic Nicotinic Agonist
0067-4990	Cholinergic Nicotinic Agonist
0067-5000	Cholinergic Nicotinic Agonist
0067-5010	Cholinergic Nicotinic Agonist
0067-5020	Cholinergic Nicotinic Agonist
0067-5050	Cholinergic Nicotinic Agonist
0067-5070	Cholinergic Nicotinic Agonist
0067-5080	Cholinergic Nicotinic Agonist
0067-5124	Cholinergic Nicotinic Agonist
0067-5125	Cholinergic Nicotinic Agonist
0067-5126	Cholinergic Nicotinic Agonist
0067-6012	Cholinergic Nicotinic Agonist
0067-6024	Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor
0067-6046	Cholinergic Nicotinic Agonist
0067-6128	Cholinergic Nicotinic Agonist
0067-6129	Cholinergic Nicotinic Agonist
0067-6130	Cholinergic Nicotinic Agonist
0067-6171	Allylamine Antifungal
0067-6238	Nonsteroidal Anti-inflammatory Drug
0067-6239	Allylamine Antifungal
0067-6286	Proton Pump Inhibitor
0067-6292	Allylamine Antifungal
0067-6293	Allylamine Antifungal
0067-6318	Histamine-1 Receptor Antagonist
0067-6319	Alpha-1 Adrenergic Agonist
0067-6341	Nonsteroidal Anti-inflammatory Drug
0067-6344	Histamine-1 Receptor Antagonist
0067-6345	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-6345	Sigma-1 Agonist
0067-6346	Histamine-1 Receptor Antagonist
0067-6347	Alpha-1 Adrenergic Agonist
0067-6348	Sigma-1 Agonist
0067-6348	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-6350	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-6350	Sigma-1 Agonist
0067-6394	Histamine-1 Receptor Antagonist
0067-6395	Histamine-1 Receptor Antagonist
0067-6396	Sigma-1 Agonist
0067-6396	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-6416	Allylamine Antifungal
0067-6424	Nonsteroidal Anti-inflammatory Drug
0067-6426	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-6426	Sigma-1 Agonist
0067-6427	Sigma-1 Agonist
0067-6427	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-6716	Alpha-1 Adrenergic Agonist
0067-7916	Alpha-1 Adrenergic Agonist
0067-7918	Histamine-1 Receptor Antagonist
0067-8100	Allylamine Antifungal
0067-8103	Nonsteroidal Anti-inflammatory Drug
0067-8104	Nonsteroidal Anti-inflammatory Drug
0067-8105	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-8105	Sigma-1 Agonist
0067-8106	Histamine-1 Receptor Antagonist
0067-8114	Allylamine Antifungal
0067-8115	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-8115	Sigma-1 Agonist
0067-8116	Histamine-1 Receptor Antagonist
0067-8117	Alpha-1 Adrenergic Agonist
0067-8118	Sigma-1 Agonist
0067-8118	Uncompetitive N-methyl-d-aspartate Receptor Antagonist
0067-8119	Central Nervous System Stimulant
0067-8119	Methylxanthine
0068-0007	Tricyclic Antidepressant
0068-0011	Tricyclic Antidepressant
0068-0015	Tricyclic Antidepressant
0068-0019	Tricyclic Antidepressant
0068-0020	Tricyclic Antidepressant
0068-0021	Tricyclic Antidepressant
0068-0037	Anticholinergic
0068-0508	Rifamycin Antibacterial
0068-0510	Rifamycin Antibacterial
0068-0597	Rifamycin Antibacterial
0069-0006	General Anesthetic
0069-0038	Azole Antifungal
0069-0043	Anti-coagulant
0069-0043	Unfractionated Heparin
0069-0045	Azole Antifungal
0069-0058	Anti-coagulant
0069-0058	Unfractionated Heparin
0069-0059	Unfractionated Heparin
0069-0059	Anti-coagulant
0069-0062	Unfractionated Heparin
0069-0062	Anti-coagulant
0069-0067	Platinum-based Drug
0069-0070	Platinum-based Drug
0069-0074	Platinum-based Drug
0069-0075	Topoisomerase Inhibitor
0069-0076	Microtubule Inhibitor
0069-0078	Microtubule Inhibitor
0069-0079	Microtubule Inhibitor
0069-0080	Topoisomerase Inhibitor
0069-0081	Platinum-based Drug
0069-0084	Platinum-based Drug
0069-0085	Nonsteroidal Anti-inflammatory Drug
0069-0086	Purine Antimetabolite
0069-0087	Nonsteroidal Anti-inflammatory Drug
0069-0088	Aminoglycoside Antibacterial
0069-0091	Aminoglycoside Antibacterial
0069-0093	Benzodiazepine Antagonist
0069-0094	Nondepolarizing Neuromuscular Blocker
0069-0099	Vinca Alkaloid
0069-0103	Vinca Alkaloid
0069-0104	Tetracycline-class Drug
0069-0105	Benzodiazepine Antagonist
0069-0106	Hydrolytic Lysosomal Glucocerebroside-specific Enzyme
0069-0108	Nondepolarizing Neuromuscular Blocker
0069-0112	Rifamycin Antibacterial
0069-0113	Typical Antipsychotic
0069-0121	Histamine-2 Receptor Antagonist
0069-0122	Non-narcotic Antitussive
0069-0125	Histamine-2 Receptor Antagonist
0069-0126	Histamine-2 Receptor Antagonist
0069-0137	Anti-coagulant
0069-0137	Unfractionated Heparin
0069-0138	Serotonin-1b and Serotonin-1d Receptor Agonist
0069-0141	Rifamycin Antibacterial
0069-0145	Kinase Inhibitor
0069-0146	Folate Analog Metabolic Inhibitor
0069-0147	Folate Analog Metabolic Inhibitor
0069-0148	Folate Analog Metabolic Inhibitor
0069-0149	Folate Analog Metabolic Inhibitor
0069-0151	Kinase Inhibitor
0069-0152	Nucleoside Metabolic Inhibitor
0069-0153	Nucleoside Metabolic Inhibitor
0069-0154	Nucleoside Metabolic Inhibitor
0069-0155	Nucleoside Metabolic Inhibitor
0069-0169	Nucleoside Metabolic Inhibitor
0069-0170	Anthracycline Topoisomerase Inhibitor
0069-0171	Anthracycline Topoisomerase Inhibitor
0069-0173	Nucleoside Metabolic Inhibitor
0069-0174	Nucleoside Metabolic Inhibitor
0069-0176	Nucleoside Metabolic Inhibitor
0069-0177	Corticosteroid
0069-0178	Corticosteroid
0069-0179	Corticosteroid
0069-0181	Folate Analog Metabolic Inhibitor
0069-0192	Corticosteroid
0069-0201	Purine Antimetabolite
0069-0204	Folate Analog Metabolic Inhibitor
0069-0205	Vinca Alkaloid
0069-0301	Aminoglycoside Antibacterial
0069-0302	Aminoglycoside Antibacterial
0069-0336	Phosphodiesterase 5 Inhibitor
0069-0338	Phosphodiesterase 5 Inhibitor
0069-0400	Macrolide Antimicrobial
0069-0468	Partial Cholinergic Nicotinic Agonist
0069-0469	Partial Cholinergic Nicotinic Agonist
0069-0471	Partial Cholinergic Nicotinic Agonist
0069-0550	Kinase Inhibitor
0069-0700	Serotonin-3 Receptor Antagonist
0069-0770	Kinase Inhibitor
0069-0807	Ccr5 Co-receptor Antagonist
0069-0808	Ccr5 Co-receptor Antagonist
0069-0830	Kinase Inhibitor
0069-0950	Tetracycline-class Drug
0069-0970	Tetracycline-class Drug
0069-0971	Tetracycline-class Drug
0069-0980	Kinase Inhibitor
0069-0990	Tetracycline-class Drug
0069-1010	Platinum-based Drug
0069-1340	Serotonin-3 Receptor Antagonist
0069-1441	Serotonin-3 Receptor Antagonist
0069-1520	Dihydropyridine Calcium Channel Blocker
0069-1530	Dihydropyridine Calcium Channel Blocker
0069-1540	Dihydropyridine Calcium Channel Blocker
0069-2150	Dihydropyridine Calcium Channel Blocker
0069-2160	Dihydropyridine Calcium Channel Blocker
0069-2170	Dihydropyridine Calcium Channel Blocker
0069-2180	Dihydropyridine Calcium Channel Blocker
0069-2190	Dihydropyridine Calcium Channel Blocker
0069-2250	Dihydropyridine Calcium Channel Blocker
0069-2260	Dihydropyridine Calcium Channel Blocker
0069-2270	Dihydropyridine Calcium Channel Blocker
0069-2390	Nitroimidazole Antimicrobial
0069-2587	Glycopeptide Antibacterial
0069-2589	Glycopeptide Antibacterial
0069-2590	Glycopeptide Antibacterial
0069-2599	Glycopeptide Antibacterial
0069-2600	Dihydropyridine Calcium Channel Blocker
0069-2601	Glycopeptide Antibacterial
0069-2650	Dihydropyridine Calcium Channel Blocker
0069-2660	Dihydropyridine Calcium Channel Blocker
0069-2670	Dihydropyridine Calcium Channel Blocker
0069-2960	Dihydropyridine Calcium Channel Blocker
0069-2970	Dihydropyridine Calcium Channel Blocker
0069-2980	Dihydropyridine Calcium Channel Blocker
0069-3030	Anthracycline Topoisomerase Inhibitor
0069-3031	Anthracycline Topoisomerase Inhibitor
0069-3032	Anthracycline Topoisomerase Inhibitor
0069-3033	Anthracycline Topoisomerase Inhibitor
0069-3034	Anthracycline Topoisomerase Inhibitor
0069-3051	Macrolide Antimicrobial
0069-3080	Macrolide Antimicrobial
0069-3150	Macrolide Antimicrobial
0069-3241	Quinolone Antimicrobial
0069-3342	Quinolone Antimicrobial
0069-3857	Nucleoside Metabolic Inhibitor
0069-3858	Nucleoside Metabolic Inhibitor
0069-3859	Nucleoside Metabolic Inhibitor
0069-4004	Anthracycline Topoisomerase Inhibitor
0069-4015	Anthracycline Topoisomerase Inhibitor
0069-4026	Anthracycline Topoisomerase Inhibitor
0069-4037	Anthracycline Topoisomerase Inhibitor
0069-4170	Macrolide Antimicrobial
0069-4190	Phosphodiesterase 5 Inhibitor
0069-4200	Phosphodiesterase 5 Inhibitor
0069-4210	Phosphodiesterase 5 Inhibitor
0069-4220	Phosphodiesterase 5 Inhibitor
0069-4310	Alpha-adrenergic Blocker
0069-4370	Alpha-adrenergic Blocker
0069-4380	Alpha-adrenergic Blocker
0069-4395	Quinolone Antimicrobial
0069-4396	Quinolone Antimicrobial
0069-4495	Alkylating Drug
0069-4496	Alkylating Drug
0069-4541	Corticosteroid
0069-4543	Corticosteroid
0069-4545	Corticosteroid
0069-4547	Corticosteroid
