product_ndc	route
0069-0059	Intravenous
0069-0059	Subcutaneous
0069-0062	Intravenous
0069-0062	Subcutaneous
0069-0067	Intravenous
0069-0070	Intravenous
0069-0074	Intravenous
0069-0075	Intravenous
0069-0076	Intravenous
0069-0078	Intravenous
0069-0079	Intravenous
0069-0080	Intravenous
0069-0081	Intravenous
0069-0084	Intravenous
0069-0085	Intramuscular
0069-0085	Intravenous
0069-0086	Intravenous
0069-0087	Intravenous
0069-0087	Intramuscular
0069-0088	Intramuscular
0069-0088	Intravenous
0069-0091	Intramuscular
0069-0091	Intravenous
0069-0093	Intravenous
0069-0094	Intravenous
0069-0099	Intravenous
0069-0103	Intravenous
0069-0104	Intravenous
0069-0105	Intravenous
0069-0106	Intravenous
0069-0107	Intravenous
0069-0108	Intravenous
0069-0109	Intravenous
0069-0112	Intravenous
0069-0113	Intramuscular
0069-0121	Intravenous
0069-0122	Oral
0069-0125	Intravenous
0069-0126	Intravenous
0069-0137	Intravenous
0069-0137	Subcutaneous
0069-0138	Subcutaneous
0069-0141	Intravenous
0069-0145	Oral
0069-0146	Intramuscular
0069-0146	Intrathecal
0069-0146	Intravenous
0069-0146	Intra-arterial
0069-0147	Intramuscular
0069-0147	Intra-arterial
0069-0147	Intravenous
0069-0147	Intrathecal
0069-0148	Intramuscular
0069-0148	Intravenous
0069-0148	Intrathecal
0069-0148	Intra-arterial
0069-0149	Intravenous
0069-0149	Intra-arterial
0069-0149	Intrathecal
0069-0149	Intramuscular
0069-0151	Oral
0069-0152	Subcutaneous
0069-0152	Intrathecal
0069-0152	Intravenous
0069-0153	Intravenous
0069-0153	Subcutaneous
0069-0154	Subcutaneous
0069-0154	Intravenous
0069-0155	Intravenous
0069-0155	Subcutaneous
0069-0155	Intrathecal
0069-0169	Intravenous
0069-0170	Intravenous
0069-0171	Intravenous
0069-0173	Intravenous
0069-0174	Intravenous
0069-0176	Intravenous
0069-0177	Intravenous
0069-0177	Intramuscular
0069-0178	Intravenous
0069-0178	Intramuscular
0069-0179	Intravenous
0069-0179	Intramuscular
0069-0181	Intramuscular
0069-0181	Intra-arterial
0069-0181	Intravenous
0069-0181	Intrathecal
0069-0186	Intravenous
0069-0192	Intramuscular
0069-0192	Intravenous
0069-0201	Intravenous
0069-0204	Intravenous
0069-0204	Intramuscular
0069-0204	Intrathecal
0069-0204	Intra-arterial
0069-0205	Intravenous
0069-0242	Oral
0069-0244	Oral
0069-0301	Intravenous
0069-0301	Intramuscular
0069-0302	Intramuscular
0069-0302	Intravenous
0069-0336	Oral
0069-0338	Oral
0069-0400	Intravenous
0069-0468	Oral
0069-0469	Oral
0069-0471	Oral
0069-0550	Oral
0069-0700	Intravenous
0069-0770	Oral
0069-0807	Oral
0069-0808	Oral
0069-0830	Oral
0069-0950	Oral
0069-0970	Oral
0069-0971	Oral
0069-0980	Oral
0069-0990	Oral
0069-1001	Oral
0069-1010	Intravenous
0069-1340	Intravenous
0069-1340	Intramuscular
0069-1441	Intravenous
0069-1441	Intramuscular
0069-1520	Oral
0069-1530	Oral
0069-1540	Oral
0069-2150	Oral
0069-2160	Oral
0069-2170	Oral
0069-2180	Oral
0069-2190	Oral
0069-2250	Oral
0069-2260	Oral
0069-2270	Oral
0069-2390	Intravenous
0069-2587	Intravenous
0069-2589	Intravenous
0069-2590	Intravenous
0069-2599	Intravenous
0069-2600	Oral
0069-2601	Intravenous
0069-2650	Oral
0069-2660	Oral
0069-2670	Oral
0069-2960	Oral
0069-2970	Oral
0069-2980	Oral
0069-3030	Intravenous
0069-3031	Intravenous
0069-3032	Intravenous
0069-3033	Intravenous
0069-3034	Intravenous
0069-3051	Oral
0069-3080	Oral
0069-3150	Intravenous
0069-3241	Intravenous
0069-3342	Intravenous
0069-3857	Intravenous
0069-3858	Intravenous
0069-3859	Intravenous
0069-4004	Intravenous
0069-4015	Intravenous
0069-4026	Intravenous
0069-4037	Intravenous
0069-4170	Oral
0069-4190	Oral
0069-4200	Oral
0069-4210	Oral
0069-4220	Oral
0069-4310	Oral
0069-4370	Oral
0069-4380	Oral
0069-4395	Intravenous
0069-4396	Intravenous
0069-4495	Intravenous
0069-4496	Intravenous
0069-4541	Intravenous
0069-4541	Intramuscular
0069-4543	Intravenous
0069-4543	Intramuscular
0069-4545	Intravenous
0069-4545	Intramuscular
0069-4547	Intravenous
0069-4547	Intramuscular
0069-5410	Oral
0069-5420	Oral
0069-5430	Oral
0069-5440	Oral
0069-5800	Oral
0069-5810	Oral
0069-5820	Oral
0069-6001	Intravenous
0069-6001	Intramuscular
0069-8140	Oral
0069-8141	Oral
0069-9141	Intravenous
0069-9142	Intravenous
0069-9144	Intravenous
0069-9321	Intravenous
0071-0155	Oral
0071-0156	Oral
0071-0157	Oral
0071-0158	Oral
0071-0237	Oral
0071-0350	Oral
0071-0369	Oral
0071-0417	Sublingual
0071-0418	Sublingual
0071-0419	Sublingual
0071-0525	Oral
0071-0527	Oral
0071-0530	Oral
0071-0532	Oral
0071-0535	Oral
0071-0737	Oral
0071-1012	Oral
0071-1013	Oral
0071-1014	Oral
0071-1015	Oral
0071-1016	Oral
0071-1017	Oral
0071-1018	Oral
0071-1019	Oral
0071-1020	Oral
0071-2214	Oral
0071-2418	Oral
0071-3740	Oral
0074-0522	Oral
0074-1040	Endotracheal
0074-1564	Intravenous
0074-1658	Intravenous
0074-1940	Oral
0074-2277	Oral
0074-2278	Oral
0074-2279	Oral
0074-2280	Oral
0074-2586	Oral
0074-3005	Oral
0074-3007	Oral
0074-3010	Oral
0074-3012	Enteral
0074-3015	Oral
0074-3020	Oral
0074-3023	Oral
0074-3025	Oral
0074-3040	Oral
0074-3041	Oral
0074-3043	Oral
0074-3045	Oral
0074-3054	Oral
0074-3058	Oral
0074-3061	Oral
0074-3062	Oral
0074-3063	Oral
0074-3064	Oral
0074-3069	Oral
0074-3072	Oral
0074-3074	Oral
0074-3079	Oral
0074-3080	Oral
0074-3163	Oral
0074-3165	Oral
0074-3188	Oral
0074-3287	Oral
0074-3288	Oral
0074-3289	Oral
0074-3290	Oral
0074-3312	Oral
0074-3315	Oral
0074-3333	Oral
0074-3368	Oral
0074-3455	Oral
0074-3457	Oral
0074-3459	Oral
0074-3727	Oral
0074-3753	Oral
0074-3826	Oral
0074-3956	Oral
0074-4314	Oral
0074-4315	Oral
0074-4317	Oral
0074-4341	Oral
0074-4378	Intravenous
0074-4380	Intravenous
0074-4382	Intravenous
0074-4456	Respiratory (inhalation)
0074-4552	Oral
0074-4637	Intravenous
0074-5182	Oral
0074-5681	Oral
0074-5682	Oral
0074-6114	Oral
0074-6122	Oral
0074-6123	Oral
0074-6212	Oral
0074-6214	Oral
0074-6215	Oral
0074-6316	Oral
0074-6346	Oral
0074-6463	Oral
0074-6479	Oral
0074-6594	Oral
0074-6624	Oral
0074-6633	Oral
0074-6799	Oral
0074-7068	Oral
0074-7069	Oral
0074-7070	Oral
0074-7126	Oral
0074-7148	Oral
0074-7149	Oral
0074-7269	Oral
0074-7804	Oral
0074-8110	Intravenous
0074-9189	Oral
0074-9296	Oral
0074-9642	Oral
0075-0016	Oral
0075-0026	Oral
0075-0620	Subcutaneous
0075-0620	Intravenous
0075-0621	Subcutaneous
0075-0621	Intravenous
0075-0622	Subcutaneous
0075-0622	Intravenous
0075-0623	Intravenous
0075-0623	Subcutaneous
0075-0624	Intravenous
0075-0624	Subcutaneous
0075-0626	Subcutaneous
0075-0626	Intravenous
0075-1506	Nasal
0075-2450	Nasal
0075-2451	Intravenous
0075-2452	Nasal
0075-2912	Intravenous
0075-2912	Subcutaneous
0075-2915	Subcutaneous
0075-2915	Intravenous
0075-7700	Oral
0075-8003	Intravenous
0075-8004	Intravenous
0075-8013	Subcutaneous
0075-8013	Intravenous
0075-8014	Subcutaneous
0075-8014	Intravenous
0075-8016	Intravenous
0075-8016	Subcutaneous
0075-8018	Intravenous
0075-8018	Subcutaneous
0075-8020	Intravenous
0075-8020	Subcutaneous
0075-8022	Subcutaneous
0075-8022	Intravenous
0075-8025	Subcutaneous
0075-8025	Intravenous
0075-8030	Intravenous
0075-8030	Subcutaneous
0078-0017	Oral
0078-0053	Intravenous
0078-0053	Intramuscular
0078-0054	Intramuscular
0078-0054	Intravenous
0078-0102	Oral
0078-0109	Intravenous
0078-0110	Intravenous
0078-0126	Oral
0078-0127	Oral
0078-0149	Subcutaneous
0078-0149	Intramuscular
0078-0176	Oral
0078-0179	Oral
0078-0180	Intravenous
0078-0180	Subcutaneous
0078-0181	Subcutaneous
0078-0181	Intravenous
0078-0182	Intravenous
0078-0182	Subcutaneous
0078-0183	Intravenous
0078-0183	Subcutaneous
0078-0184	Subcutaneous
0078-0184	Intravenous
0078-0234	Oral
0078-0240	Intravenous
0078-0241	Intravenous
0078-0246	Oral
0078-0248	Oral
0078-0249	Oral
0078-0274	Oral
0078-0311	Nasal
0078-0314	Oral
0078-0315	Oral
0078-0323	Oral
0078-0324	Oral
0078-0325	Oral
0078-0326	Oral
0078-0327	Oral
0078-0331	Intravenous
0078-0337	Oral
0078-0339	Oral
0078-0343	Transdermal
0078-0344	Transdermal
0078-0345	Transdermal
0078-0346	Transdermal
0078-0347	Subcutaneous
0078-0347	Intramuscular
0078-0347	Intravenous
0078-0351	Oral
0078-0352	Oral
0078-0354	Oral
0078-0357	Oral
0078-0358	Oral
0078-0359	Oral
0078-0360	Oral
0078-0364	Oral
0078-0365	Transdermal
0078-0366	Oral
0078-0367	Oral
0078-0368	Oral
0078-0370	Oral
0078-0371	Oral
0078-0372	Oral
0078-0377	Transdermal
0078-0378	Transdermal
0078-0379	Oral
0078-0380	Oral
0078-0381	Oral
0078-0382	Oral
0078-0383	Oral
0078-0384	Oral
0078-0385	Oral
0078-0386	Oral
0078-0387	Intravenous
0078-0393	Intravenous
0078-0400	Intravenous
0078-0401	Oral
0078-0404	Oral
0078-0405	Oral
0078-0406	Oral
0078-0407	Oral
0078-0408	Oral
0078-0409	Oral
0078-0414	Oral
0078-0415	Oral
0078-0417	Oral
0078-0423	Oral
0078-0424	Oral
0078-0425	Ophthalmic
0078-0429	Ophthalmic
0078-0430	Oral
0078-0431	Oral
0078-0432	Oral
0078-0433	Oral
0078-0434	Oral
0078-0435	Intravenous
0078-0436	Oral
0078-0438	Oral
0078-0439	Oral
0078-0440	Oral
0078-0441	Oral
0078-0442	Oral
0078-0446	Oral
0078-0447	Oral
0078-0448	Oral
0078-0449	Oral
0078-0450	Oral
0078-0451	Oral
0078-0452	Oral
0078-0453	Oral
0078-0454	Oral
0078-0456	Oral
0078-0457	Oral
0078-0458	Oral
0078-0459	Oral
0078-0467	Intramuscular
0078-0467	Intravenous
0078-0467	Subcutaneous
0078-0468	Oral
0078-0469	Oral
0078-0470	Oral
0078-0471	Oral
0078-0472	Oral
0078-0473	Ophthalmic
0078-0476	Ophthalmic
0078-0478	Ophthalmic
0078-0485	Oral
0078-0486	Oral
0078-0488	Oral
0078-0489	Oral
0078-0490	Oral
0078-0491	Oral
0078-0492	Oral
0078-0493	Oral
0078-0494	Oral
0078-0495	Intravenous
0078-0499	Oral
0078-0500	Oral
0078-0501	Transdermal
0078-0502	Transdermal
0078-0503	Transdermal
0078-0508	Oral
0078-0509	Oral
0078-0510	Oral
0078-0511	Oral
0078-0512	Oral
0078-0517	Ophthalmic
0078-0518	Ophthalmic
0078-0519	Ophthalmic
0078-0521	Oral
0078-0522	Oral
0078-0523	Oral
0078-0524	Oral
0078-0526	Oral
0078-0527	Oral
0078-0538	Oral
0078-0539	Oral
0078-0544	Oral
0078-0545	Oral
0078-0559	Oral
0078-0560	Oral
0078-0561	Oral
0078-0562	Oral
0078-0563	Oral
0078-0566	Oral
0078-0567	Oral
0078-0568	Oral
0078-0582	Subcutaneous
0078-0590	Intravenous
0078-0592	Oral
0078-0594	Oral
0078-0595	Oral
0078-0596	Oral
0078-0597	Oral
0078-0598	Oral
0078-0599	Oral
0078-0600	Oral
0078-0601	Oral
0078-0602	Oral
0078-0603	Oral
0078-0604	Oral
0078-0605	Oral
0078-0606	Oral
0078-0607	Oral
0078-0608	Oral
0078-0609	Oral
0078-0610	Oral
0078-0611	Oral
0078-0612	Oral
0078-0613	Oral
0078-0614	Oral
0078-0616	Oral
0078-0617	Oral
0078-0618	Oral
0078-0619	Oral
0078-0619	Respiratory (inhalation)
0078-0620	Oral
0078-0626	Oral
0078-0627	Oral
0078-0628	Oral
0078-0630	Oral
0078-0630	Respiratory (inhalation)
0078-0633	Subcutaneous
0078-0634	Subcutaneous
0078-0635	Subcutaneous
0078-0640	Oral
0078-0658	Oral
0085-0091	Oral
0085-0314	Oral
0085-0370	Topical
0085-0492	Oral
0085-0517	Topical
0085-0566	Soft Tissue
0085-0566	Intramuscular
0085-0566	Intralesional
0085-0566	Intra-articular
0085-0567	Topical
0085-0575	Topical
0085-0819	Transdermal
0085-0854	Topical
0085-0924	Topical
0085-0962	Topical
0085-1132	Respiratory (inhalation)
0085-1133	Intramuscular
0085-1133	Intralesional
0085-1133	Subcutaneous
0085-1136	Intravenous
0085-1168	Intramuscular
0085-1168	Subcutaneous
0085-1168	Intralesional
0085-1177	Intravenous
0085-1194	Oral
0085-1264	Oral
0085-1288	Nasal
0085-1297	Subcutaneous
0085-1316	Subcutaneous
0085-1318	Oral
0085-1322	Oral
0085-1323	Subcutaneous
0085-1328	Oral
0085-1334	Oral
0085-1341	Respiratory (inhalation)
0085-1351	Oral
0085-1366	Oral
0085-1370	Subcutaneous
0085-1374	Oral
0085-1381	Oral
0085-1385	Oral
0085-1401	Respiratory (inhalation)
0085-1402	Respiratory (inhalation)
0085-1417	Oral
0085-1425	Oral
0085-1430	Oral
0085-1461	Respiratory (inhalation)
0085-1519	Oral
0085-1733	Oral
0085-1737	Oral
0085-2028	Oral
0085-3004	Oral
0085-3149	Topical
0085-3305	Transdermal
0085-3310	Transdermal
0085-3315	Transdermal
0085-3320	Transdermal
0085-3330	Transdermal
0085-4324	Oral
0085-4331	Oral
0085-4333	Respiratory (inhalation)
0085-4334	Respiratory (inhalation)
0085-4350	Intralesional
0085-4350	Subcutaneous
0085-4350	Intramuscular
0085-4351	Intramuscular
0085-4351	Intralesional
0085-4351	Subcutaneous
0085-4352	Intramuscular
0085-4352	Subcutaneous
0085-4352	Intralesional
0085-4353	Subcutaneous
0085-4354	Subcutaneous
0085-4355	Subcutaneous
0085-4356	Subcutaneous
0085-4610	Respiratory (inhalation)
0085-7206	Respiratory (inhalation)
0087-2771	Oral
0087-2772	Oral
0087-2773	Oral
0087-2775	Oral
0087-2776	Oral
0087-2788	Oral
0087-2875	Oral
0087-2876	Oral
0087-6060	Oral
0087-6063	Oral
0087-6064	Oral
0087-6070	Oral
0087-6071	Oral
0087-6072	Oral
0087-6073	Oral
0087-6074	Oral
0087-6632	Oral
0087-6633	Oral
0087-6671	Oral
0087-6672	Oral
0087-6673	Oral
0087-6674	Oral
0088-0576	Oral
0088-1090	Oral
0088-1095	Oral
0088-1097	Oral
0088-1106	Oral
0088-1107	Oral
0088-1109	Oral
0088-1111	Oral
0088-1113	Oral
0088-1202	Oral
0088-1203	Oral
0088-1206	Intravenous
0088-1208	Intravenous
0088-1209	Intravenous
0088-2160	Oral
0088-2161	Oral
0088-2162	Oral
0088-2223	Oral
0088-2225	Oral
0093-0011	Oral
0093-0012	Oral
0093-0017	Oral
0093-0041	Oral
0093-0050	Oral
0093-0051	Oral
0093-0053	Oral
0093-0054	Oral
0093-0058	Oral
0093-0064	Oral
0093-0073	Oral
0093-0074	Oral
0093-0083	Oral
0093-0088	Oral
0093-0089	Oral
0093-0090	Oral
0093-0109	Oral
0093-0129	Oral
0093-0130	Oral
0093-0135	Oral
0093-0147	Oral
0093-0148	Oral
0093-0149	Oral
0093-0150	Oral
0093-0154	Oral
0093-0155	Oral
0093-0173	Oral
0093-0174	Oral
0093-0199	Oral
0093-0220	Oral
0093-0221	Oral
0093-0225	Oral
0093-0233	Oral
0093-0248	Topical
0093-0262	Topical
0093-0263	Topical
0093-0264	Topical
0093-0265	Topical
0093-0292	Oral
0093-0293	Oral
0093-0294	Oral
0093-0308	Oral
0093-0309	Oral
0093-0311	Oral
0093-0314	Oral
0093-0318	Oral
0093-0319	Oral
0093-0320	Oral
0093-0321	Oral
0093-0350	Oral
0093-0536	Oral
0093-0537	Oral
0093-0576	Oral
0093-0657	Oral
0093-0658	Oral
0093-0661	Oral
0093-0670	Oral
0093-0711	Oral
0093-0733	Oral
0093-0734	Oral
0093-0738	Oral
0093-0739	Oral
0093-0752	Oral
0093-0753	Oral
0093-0755	Oral
0093-0756	Oral
0093-0757	Oral
0093-0771	Oral
0093-0778	Oral
0093-0782	Oral
0093-0784	Oral
0093-0787	Oral
0093-0810	Oral
0093-0811	Oral
0093-0812	Oral
0093-0813	Oral
0093-0819	Oral
0093-0832	Oral
0093-0833	Oral
0093-0834	Oral
0093-0840	Topical
0093-0892	Oral
0093-0900	Oral
0093-0924	Oral
0093-0926	Oral
0093-0928	Oral
0093-0948	Oral
0093-0983	Oral
0093-1003	Oral
0093-1005	Oral
0093-1006	Oral
0093-1010	Topical
0093-1015	Oral
0093-1016	Oral
0093-1024	Oral
0093-1025	Oral
0093-1026	Oral
0093-1041	Oral
0093-1044	Oral
0093-1048	Oral
0093-1049	Oral
0093-1052	Oral
0093-1060	Oral
0093-1061	Oral
0093-1062	Oral
0093-1063	Oral
0093-1075	Oral
0093-1076	Oral
0093-1077	Oral
0093-1078	Oral
0093-1087	Oral
0093-1118	Oral
0093-1122	Oral
0093-1135	Oral
0093-1136	Oral
0093-1138	Oral
0093-1172	Oral
0093-1174	Oral
0093-1177	Oral
0093-1389	Ophthalmic
0093-1893	Oral
0093-2026	Oral
0093-2027	Oral
0093-2046	Oral
0093-2047	Oral
0093-2048	Oral
0093-2049	Oral
0093-2050	Oral
0093-2055	Oral
0093-2056	Oral
0093-2057	Oral
0093-2058	Oral
0093-2059	Oral
0093-2060	Oral
0093-2061	Oral
0093-2063	Oral
0093-2064	Oral
0093-2065	Oral
0093-2067	Oral
0093-2068	Oral
0093-2069	Oral
0093-2070	Oral
0093-2075	Oral
0093-2085	Nasal
0093-2109	Oral
0093-2110	Oral
0093-2130	Oral
0093-2131	Oral
0093-2158	Oral
0093-2203	Oral
0093-2204	Oral
0093-2210	Oral
0093-2238	Oral
0093-2240	Oral
0093-2263	Oral
0093-2264	Oral
0093-2267	Oral
0093-2268	Oral
0093-2270	Oral
0093-2272	Oral
0093-2274	Oral
0093-2275	Oral
0093-2277	Oral
0093-2279	Oral
0093-2748	Oral
0093-2929	Oral
0093-2931	Oral
0093-2932	Oral
0093-3002	Oral
0093-3010	Oral
0093-3011	Oral
0093-3012	Oral
0093-3043	Oral
0093-3044	Oral
0093-3045	Oral
0093-3107	Oral
0093-3109	Oral
0093-3123	Oral
0093-3125	Oral
0093-3127	Oral
0093-3129	Oral
0093-3145	Oral
0093-3147	Oral
0093-3160	Oral
0093-3165	Oral
0093-3167	Oral
0093-3171	Oral
0093-3193	Oral
0093-3195	Oral
0093-3196	Oral
0093-4029	Oral
0093-4030	Oral
0093-4059	Oral
0093-4085	Respiratory (inhalation)
0093-4125	Oral
0093-4127	Oral
0093-4136	Oral
0093-4137	Oral
0093-4145	Respiratory (inhalation)
0093-4146	Respiratory (inhalation)
0093-4147	Respiratory (inhalation)
0093-4148	Respiratory (inhalation)
0093-4150	Oral
0093-4155	Oral
0093-4160	Oral
0093-4161	Oral
0093-4175	Oral
0093-4177	Oral
0093-4180	Oral
0093-4181	Oral
0093-4232	Oral
0093-4233	Oral
0093-4234	Oral
0093-4235	Oral
0093-4236	Oral
0093-4237	Oral
0093-4336	Oral
0093-4337	Oral
0093-4338	Oral
0093-4339	Oral
0093-4346	Oral
0093-4443	Oral
0093-4444	Oral
0093-4740	Oral
0093-4741	Oral
0093-4742	Oral
0093-4820	Oral
0093-4821	Oral
0093-4822	Oral
0093-5035	Oral
0093-5036	Oral
0093-5049	Oral
0093-5050	Oral
0093-5060	Oral
0093-5061	Oral
0093-5062	Oral
0093-5105	Oral
0093-5112	Oral
0093-5116	Oral
0093-5117	Oral
0093-5118	Oral
0093-5119	Oral
0093-5140	Oral
0093-5141	Oral
0093-5142	Oral
0093-5150	Oral
0093-5161	Oral
0093-5171	Oral
0093-5172	Oral
0093-5173	Oral
0093-5200	Oral
0093-5206	Oral
0093-5207	Oral
0093-5208	Oral
0093-5213	Oral
0093-5214	Oral
0093-5215	Oral
0093-5256	Oral
0093-5268	Oral
0093-5269	Oral
0093-5270	Oral
0093-5271	Oral
0093-5275	Oral
0093-5276	Oral
0093-5277	Oral
0093-5289	Oral
0093-5290	Oral
0093-5292	Oral
0093-5293	Oral
0093-5295	Oral
0093-5296	Oral
0093-5297	Oral
0093-5298	Oral
0093-5346	Oral
0093-5347	Oral
0093-5348	Oral
0093-5353	Oral
0093-5354	Oral
0093-5378	Sublingual
0093-5379	Sublingual
0093-5385	Oral
0093-5401	Oral
0093-5414	Oral
0093-5415	Oral
0093-5420	Oral
0093-5454	Oral
0093-5455	Oral
0093-5501	Oral
0093-5502	Oral
0093-5503	Oral
0093-5504	Oral
0093-5505	Oral
0093-5506	Oral
0093-5507	Oral
0093-5510	Oral
0093-5512	Oral
0093-5513	Oral
0093-5514	Oral
0093-5537	Oral
0093-5538	Oral
0093-5539	Oral
0093-5552	Oral
0093-5554	Oral
0093-5562	Oral
0093-5703	Oral
0093-5710	Oral
0093-5711	Oral
0093-5712	Oral
0093-5786	Oral
0093-5787	Oral
0093-5850	Oral
0093-5851	Oral
0093-5852	Oral
0093-6108	Oral
0093-6118	Oral
0093-6137	Rectal
0093-6138	Rectal
0093-6139	Rectal
0093-6300	Oral
0093-6301	Topical
0093-6723	Respiratory (inhalation)
0093-6815	Respiratory (inhalation)
0093-6816	Respiratory (inhalation)
0093-6900	Transdermal
0093-6901	Transdermal
0093-6902	Transdermal
0093-6903	Transdermal
0093-7037	Oral
0093-7038	Oral
0093-7102	Oral
0093-7113	Oral
0093-7114	Oral
0093-7115	Oral
0093-7116	Oral
0093-7121	Oral
0093-7146	Oral
0093-7147	Oral
0093-7148	Oral
0093-7149	Oral
0093-7152	Oral
0093-7153	Oral
0093-7154	Oral
0093-7155	Oral
0093-7156	Oral
0093-7157	Oral
0093-7158	Oral
0093-7167	Oral
0093-7168	Oral
0093-7169	Oral
0093-7172	Oral
0093-7178	Oral
0093-7180	Oral
0093-7181	Oral
0093-7182	Oral
0093-7188	Oral
0093-7201	Oral
0093-7202	Oral
0093-7206	Oral
0093-7207	Oral
0093-7208	Oral
0093-7212	Oral
0093-7214	Oral
0093-7219	Oral
0093-7220	Oral
0093-7222	Oral
0093-7223	Oral
0093-7224	Oral
0093-7227	Oral
0093-7232	Oral
0093-7234	Oral
0093-7236	Oral
0093-7240	Oral
0093-7241	Oral
0093-7242	Oral
0093-7243	Oral
0093-7244	Oral
0093-7254	Oral
0093-7255	Oral
0093-7256	Oral
0093-7258	Oral
0093-7259	Oral
0093-7267	Oral
0093-7270	Oral
0093-7290	Oral
0093-7291	Oral
0093-7292	Oral
0093-7293	Oral
0093-7295	Oral
0093-7296	Oral
0093-7299	Oral
0093-7300	Oral
0093-7303	Oral
0093-7304	Oral
0093-7305	Oral
0093-7314	Oral
0093-7316	Oral
0093-7317	Oral
0093-7325	Oral
0093-7326	Oral
0093-7327	Oral
0093-7334	Oral
0093-7335	Oral
0093-7336	Oral
0093-7338	Oral
0093-7350	Oral
0093-7351	Oral
0093-7364	Oral
0093-7365	Oral
0093-7366	Oral
0093-7380	Oral
0093-7381	Oral
0093-7382	Oral
0093-7383	Oral
0093-7387	Oral
0093-7392	Oral
0093-7393	Oral
0093-7394	Oral
0093-7424	Oral
0093-7425	Oral
0093-7426	Oral
0093-7436	Oral
0093-7437	Oral
0093-7438	Oral
0093-7442	Oral
0093-7443	Oral
0093-7455	Oral
0093-7456	Oral
0093-7457	Oral
0093-7464	Oral
0093-7465	Oral
0093-7466	Oral
0093-7471	Oral
0093-7472	Oral
0093-7473	Oral
0093-7474	Oral
0093-7477	Oral
0093-7485	Oral
0093-7514	Oral
0093-7536	Oral
0093-7540	Oral
0093-7542	Oral
0093-7543	Oral
0093-7544	Oral
0093-7599	Oral
0093-7600	Oral
0093-7601	Oral
0093-7602	Oral
0093-7618	Ophthalmic
0093-7620	Oral
0093-7638	Oral
0093-7639	Oral
0093-7656	Oral
0093-7657	Oral
0093-7658	Oral
0093-7701	Oral
0093-7795	Oral
0093-7796	Oral
0093-7807	Oral
0093-7809	Oral
0093-7810	Oral
0093-8034	Oral
0093-8035	Oral
0093-8036	Oral
0093-8117	Oral
0093-8118	Oral
0093-8119	Oral
0093-8120	Oral
0093-8121	Oral
0093-8122	Oral
0093-8123	Oral
0093-8161	Oral
0093-8162	Oral
0093-8163	Oral
0093-8164	Oral
0093-8165	Oral
0093-8166	Oral
0093-8192	Oral
0093-8204	Oral
